group	tag	smolt.year	date.M	length.M	date.R	length.R	time.MR	growth	growth.rate
fall	3D9.1C2C4A6ECF	2008	8/8/2007	66	5/17/2008	95	283	29	0.102473498
fall	3D9.1C2C4A7048	2008	8/1/2007	77	5/12/2008	114	285	37	0.129824561
fall	3D9.1C2C4A708F	2008	8/8/2007	74	5/12/2008	115	278	41	0.147482014
fall	3D9.1C2C4A7194	2008	8/3/2007	66	5/16/2008	116	287	50	0.174216028
fall	3D9.1C2C4A7430	2008	8/2/2007	80	5/3/2008	104	275	24	0.087272727
fall	3D9.1C2C4A74D1	2008	8/9/2007	66	5/10/2008	106	275	40	0.145454545
fall	3D9.1C2C4A75E8	2008	8/8/2007	65	5/29/2008	118	295	53	0.179661017
fall	3D9.1C2C4A81D2	2008	8/2/2007	79	5/14/2008	110	286	31	0.108391608
fall	3D9.1C2C4A8246	2008	8/3/2007	71	5/9/2008	114	280	43	0.153571429
fall	3D9.1C2C4A829C	2008	7/31/2007	59	5/24/2008	117	298	58	0.194630872
fall	3D9.1C2C4A8354	2008	8/12/2007	70	5/10/2008	110	272	40	0.147058824
fall	3D9.1C2C4A83BC	2008	8/4/2007	76	5/15/2008	116	285	40	0.140350877
fall	3D9.1C2C4A8442	2008	8/8/2007	74	5/12/2008	118	278	44	0.158273381
fall	3D9.1C2C4A8469	2008	8/2/2007	72	6/2/2008	107	305	35	0.114754098
fall	3D9.1C2C4A8476	2008	7/28/2007	72	5/23/2008	108	300	36	0.12
fall	3D9.1C2C4A8486	2008	7/31/2007	60	5/14/2008	110	288	50	0.173611111
fall	3D9.1C2C4A8504	2008	8/4/2007	63	5/10/2008	104	280	41	0.146428571
fall	3D9.1C2C4A857B	2008	8/9/2007	60	5/29/2008	110	294	50	0.170068027
fall	3D9.1C2C4A857D	2008	8/3/2007	72	5/24/2008	110	295	38	0.128813559
fall	3D9.1C2C4A85A3	2008	7/31/2007	59	5/19/2008	112	293	53	0.180887372
fall	3D9.1C2C4A8689	2008	8/3/2007	70	5/9/2008	107	280	37	0.132142857
fall	3D9.1C2C4A86E3	2008	8/12/2007	65	5/9/2008	103	271	38	0.140221402
fall	3D9.1C2C4A880E	2008	8/8/2007	71	5/20/2008	131	286	60	0.20979021
fall	3D9.1C2C4A88B2	2008	8/3/2007	69	6/4/2008	102	306	33	0.107843137
fall	3D9.1C2C4A89C5	2008	8/3/2007	74	5/9/2008	107	280	33	0.117857143
fall	3D9.1C2C4A89D1	2008	8/3/2007	71	5/20/2008	103	291	32	0.109965636
fall	3D9.1C2C4A89EF	2008	7/28/2007	72	5/8/2008	NA	285	NA	NA
fall	3D9.1C2C4A89EF	2008	7/28/2007	72	5/11/2008	114	288	42	0.145833333
fall	3D9.1C2C4A89F8	2008	7/31/2007	67	5/21/2008	116	295	49	0.166101695
fall	3D9.1C2C4A8C85	2008	8/1/2007	75	5/10/2008	125	283	50	0.176678445
fall	3D9.1C2C4A8D0F	2008	8/3/2007	83	5/16/2008	131	287	48	0.167247387
fall	3D9.1C2C4A8D28	2008	7/31/2007	62	5/18/2008	104	292	42	0.143835616
fall	3D9.1C2C4A8D43	2008	7/28/2007	69	5/17/2008	110	294	41	0.139455782
fall	3D9.1C2C4A8DD1	2008	8/3/2007	65	5/10/2008	109	281	44	0.15658363
fall	3D9.1C2C4A8ED4	2008	7/28/2007	74	6/6/2008	105	314	31	0.098726115
fall	3D9.1C2C4A8EF1	2008	8/3/2007	85	5/15/2008	124	286	39	0.136363636
fall	3D9.1C2C4A8F67	2008	7/31/2007	68	5/12/2008	111	286	43	0.15034965
fall	3D9.1C2C4A8FBB	2008	7/31/2007	62	5/25/2008	104	299	42	0.140468227
fall	3D9.1C2C4A9027	2008	8/4/2007	83	5/20/2008	123	290	40	0.137931034
fall	3D9.1C2C4A905A	2008	7/31/2007	75	5/3/2008	110	277	35	0.126353791
fall	3D9.1C2C4A90D3	2008	8/8/2007	69	5/31/2008	106	297	37	0.124579125
fall	3D9.1C2C4A90FE	2008	7/28/2007	66	5/19/2008	121	296	55	0.185810811
fall	3D9.1C2C4A9157	2008	8/12/2007	68	5/12/2008	115	274	47	0.171532847
fall	3D9.1C2C4A917C	2008	7/28/2007	74	5/17/2008	124	294	50	0.170068027
fall	3D9.1C2C4A919A	2008	8/12/2007	73	5/12/2008	122	274	49	0.178832117
fall	3D9.1C2C4A9704	2008	8/3/2007	82	5/9/2008	118	280	36	0.128571429
fall	3D9.1C2C4A994F	2008	8/6/2007	72	5/20/2008	108	288	36	0.125
fall	3D9.1C2C4A9AF0	2008	8/4/2007	57	6/10/2008	95	311	38	0.122186495
fall	3D9.1C2C4A9B66	2008	7/31/2007	70	5/19/2008	114	293	44	0.150170648
fall	3D9.1C2C4A9BAF	2008	8/2/2007	72	5/21/2008	117	293	45	0.153583618
fall	3D9.1C2C4A9C80	2008	8/8/2007	74	5/18/2008	115	284	41	0.144366197
fall	3D9.1C2C4A9D41	2008	7/28/2007	66	5/11/2008	109	288	43	0.149305556
fall	3D9.1C2C4AB2E8	2008	8/4/2007	63	5/24/2008	96	294	33	0.112244898
fall	3D9.1C2C4AB355	2008	8/3/2007	72	5/21/2008	115	292	43	0.147260274
fall	3D9.1C2C4AB433	2008	8/3/2007	64	6/4/2008	102	306	38	0.124183007
fall	3D9.1C2C4AB447	2008	8/8/2007	69	5/29/2008	116	295	47	0.159322034
fall	3D9.1C2C4AB599	2008	8/3/2007	65	5/5/2008	100	276	35	0.126811594
fall	3D9.1C2C4AB5A8	2008	8/9/2007	68	5/11/2008	115	276	47	0.170289855
fall	3D9.1C2C4AB6CA	2008	7/28/2007	68	5/15/2008	114	292	46	0.157534247
fall	3D9.1C2C4AB762	2008	7/31/2007	74	5/17/2008	112	291	38	0.130584192
fall	3D9.1C2C4AB80D	2008	8/8/2007	67	5/20/2008	108	286	41	0.143356643
fall	3D9.1C2C4AB896	2008	8/9/2007	56	5/23/2008	114	288	58	0.201388889
fall	3D9.1C2C4ABA5E	2008	8/6/2007	71	5/29/2008	106	297	35	0.117845118
fall	3D9.1C2C4ACF5E	2008	8/6/2007	79	5/14/2008	109	282	30	0.106382979
fall	3D9.1C2C4AD07F	2008	8/4/2007	72	5/13/2008	120	283	48	0.169611307
fall	3D9.1C2C4AD0DA	2008	7/28/2007	69	5/23/2008	111	300	42	0.14
fall	3D9.1C2C4AD0F4	2008	8/12/2007	75	5/7/2008	105	269	30	0.111524164
fall	3D9.1C2C4AE0E8	2008	8/12/2007	77	6/4/2008	100	297	23	0.077441077
fall	3D9.1C2C4AE285	2008	8/12/2007	67	5/9/2008	103	271	36	0.132841328
fall	3D9.1C2C4AE333	2008	8/2/2007	73	6/2/2008	114	305	41	0.13442623
fall	3D9.1C2C4AEBE8	2008	7/31/2007	60	5/10/2008	102	284	42	0.147887324
fall	3D9.1C2C4AEBEF	2008	8/3/2007	68	5/27/2008	109	298	41	0.137583893
fall	3D9.1C2C4AEE5C	2008	7/31/2007	62	5/7/2008	113	281	51	0.181494662
fall	3D9.1C2C4AF0AC	2008	8/1/2007	62	6/8/2008	96	312	34	0.108974359
fall	3D9.1C2C4AF287	2008	8/4/2007	70	5/9/2008	112	279	42	0.150537634
fall	3D9.1C2C4AF2E8	2008	7/31/2007	60	5/20/2008	95	294	35	0.119047619
fall	3D9.1C2C4AF2F8	2008	7/31/2007	64	6/8/2008	107	313	43	0.137380192
fall	3D9.1C2C4AF52B	2008	7/31/2007	62	5/14/2008	106	288	44	0.152777778
fall	3D9.1C2C4AF5F9	2008	7/31/2007	58	5/9/2008	113	283	55	0.19434629
fall	3D9.1C2C4AF6D4	2008	7/31/2007	69	5/22/2008	112	296	43	0.14527027
fall	3D9.1C2C4AF7E3	2008	8/3/2007	77	5/2/2008	124	273	47	0.172161172
fall	3D9.1C2C4AF909	2008	8/12/2007	60	5/18/2008	114	280	54	0.192857143
fall	3D9.1C2C4AFA82	2008	8/3/2007	61	5/20/2008	112	291	51	0.175257732
fall	3D9.1C2C4AFB3E	2008	8/4/2007	71	5/3/2008	115	273	44	0.161172161
fall	3D9.1C2C4AFC49	2008	8/3/2007	67	5/21/2008	111	292	44	0.150684932
fall	3D9.1C2C4B11EA	2008	8/3/2007	73	5/15/2008	114	286	41	0.143356643
fall	3D9.1C2C4B137E	2008	8/4/2007	67	5/13/2008	105	283	38	0.134275618
fall	3D9.1C2C4B14FB	2008	8/3/2007	68	5/17/2008	111	288	43	0.149305556
fall	3D9.1C2C4B179E	2008	8/4/2007	65	5/21/2008	118	291	53	0.182130584
fall	3D9.1C2C4B17BD	2008	8/3/2007	78	5/10/2008	113	281	35	0.12455516
fall	3D9.1C2C4B17F0	2008	8/12/2007	61	5/21/2008	105	283	44	0.155477032
fall	3D9.1C2C4B1956	2008	8/12/2007	73	5/15/2008	107	277	34	0.122743682
fall	3D9.1C2C4B197A	2008	8/1/2007	69	5/20/2008	106	293	37	0.126279863
fall	3D9.1C2C4B1A04	2008	8/4/2007	71	5/22/2008	114	292	43	0.147260274
fall	3D9.1C2C4B1FB7	2008	8/6/2007	70	6/4/2008	107	303	37	0.122112211
fall	3D9.1C2C4B2227	2008	8/12/2007	64	5/5/2008	113	267	49	0.183520599
fall	3D9.1C2C4B2733	2008	8/4/2007	70	5/15/2008	119	285	49	0.171929825
fall	3D9.1C2C4B5087	2008	7/31/2007	60	5/14/2008	124	288	64	0.222222222
fall	3D9.1C2C4B50A2	2008	8/12/2007	55	5/13/2008	109	275	54	0.196363636
fall	3D9.1C2C4B8ECC	2008	8/12/2007	62	5/7/2008	103	269	41	0.152416357
fall	3D9.1C2C4B9168	2008	8/14/2007	77	5/12/2008	102	272	25	0.091911765
fall	3D9.1C2C4B92FA	2008	8/3/2007	76	5/9/2008	105	280	29	0.103571429
fall	3D9.1C2C4B93AE	2008	7/31/2007	66	5/9/2008	109	283	43	0.151943463
fall	3D9.1C2C4B9550	2008	7/31/2007	63	5/21/2008	113	295	50	0.169491525
fall	3D9.1C2C4B97BF	2008	8/12/2007	60	5/20/2008	116	282	56	0.19858156
fall	3D9.1C2C4B9821	2008	8/9/2007	69	5/15/2008	117	280	48	0.171428571
fall	3D9.1C2C4B9865	2008	7/31/2007	81	5/21/2008	118	295	37	0.125423729
fall	3D9.1C2C4B9974	2008	8/3/2007	65	5/15/2008	110	286	45	0.157342657
fall	3D9.1C2C4B999D	2008	8/3/2007	75	5/13/2008	108	284	33	0.116197183
fall	3D9.1C2C4B99BE	2008	7/31/2007	70	5/5/2008	108	279	38	0.136200717
fall	3D9.1C2C4B9A9A	2008	8/3/2007	63	5/20/2008	115	291	52	0.178694158
fall	3D9.1C2C4B9B86	2008	8/8/2007	72	5/11/2008	120	277	48	0.173285199
fall	3D9.1C2C4B9C2E	2008	8/12/2007	67	5/11/2008	113	273	46	0.168498168
fall	3D9.1C2C4B9CBF	2008	8/3/2007	68	5/7/2008	103	278	35	0.125899281
fall	3D9.1C2C4B9EEA	2008	7/28/2007	70	5/21/2008	109	298	39	0.130872483
fall	3D9.1C2C4B9F41	2008	8/6/2007	65	5/20/2008	98	288	33	0.114583333
fall	3D9.1C2C4C6A25	2008	8/1/2007	57	5/23/2008	92	296	35	0.118243243
fall	3D9.1C2C4C6A2D	2008	8/3/2007	60	5/20/2008	106	291	46	0.158075601
fall	3D9.1C2C4C6A33	2008	7/31/2007	61	5/17/2008	106	291	45	0.154639175
fall	3D9.1C2C4C6B12	2008	8/9/2007	66	5/7/2008	112	272	46	0.169117647
fall	3D9.1C2C4C8492	2008	7/31/2007	73	5/23/2008	124	297	51	0.171717172
fall	3D9.1C2C4C86C4	2008	7/31/2007	63	5/27/2008	92	301	29	0.096345515
fall	3D9.1C2C4C8741	2008	8/12/2007	72	5/27/2008	110	289	38	0.131487889
fall	3D9.1C2C4C8916	2008	7/31/2007	71	5/23/2008	119	297	48	0.161616162
fall	3D9.1C2C4C8A40	2008	7/26/2007	70	5/27/2008	121	306	51	0.166666667
fall	3D9.1C2C4C8A88	2008	7/28/2007	73	5/18/2008	119	295	46	0.155932203
fall	3D9.1C2C4C8ABD	2008	7/31/2007	60	5/14/2008	115	288	55	0.190972222
fall	3D9.1C2C4C8BE8	2008	8/3/2007	82	5/11/2008	116	282	34	0.120567376
fall	3D9.1C2C4C8DC0	2008	8/8/2007	75	5/23/2008	113	289	38	0.131487889
fall	3D9.1C2C4C8EAE	2008	8/3/2007	71	5/20/2008	121	291	50	0.171821306
fall	3D9.1C2C4C8EE2	2008	8/1/2007	80	5/5/2008	106	278	26	0.09352518
fall	3D9.1C2C4C8FCD	2008	8/8/2007	70	5/12/2008	123	278	53	0.190647482
fall	3D9.1C2C4C9319	2008	8/8/2007	61	5/17/2008	106	283	45	0.159010601
fall	3D9.1C2C4C935B	2008	8/12/2007	68	5/24/2008	112	286	44	0.153846154
fall	3D9.1C2C4C95A8	2008	8/3/2007	72	5/10/2008	113	281	41	0.145907473
fall	3D9.1C2C4C9623	2008	8/3/2007	73	5/3/2008	108	274	35	0.127737226
fall	3D9.1C2C4C9783	2008	8/9/2007	72	5/20/2008	116	285	44	0.154385965
fall	3D9.1C2C4C97D7	2008	7/28/2007	66	5/11/2008	114	288	48	0.166666667
fall	3D9.1C2C4C9834	2008	7/30/2007	71	5/23/2008	118	298	47	0.157718121
fall	3D9.1C2C4C990D	2008	8/9/2007	62	6/4/2008	106	300	44	0.146666667
fall	3D9.1C2C3A23B3	2009	8/5/2008	69	5/21/2009	111	289	42	0.14532872
fall	3D9.1C2C3A23B5	2009	8/13/2008	64	5/25/2009	115	285	51	0.178947368
fall	3D9.1C2C3A241E	2009	7/29/2008	66	4/27/2009	105	272	39	0.143382353
fall	3D9.1C2C3A2451	2009	8/6/2008	64	5/21/2009	106	288	42	0.145833333
fall	3D9.1C2C3A2466	2009	8/6/2008	58	5/21/2009	108	288	50	0.173611111
fall	3D9.1C2C3A24A5	2009	7/29/2008	66	5/22/2009	99	297	33	0.111111111
fall	3D9.1C2C3A2501	2009	7/29/2008	66	5/5/2009	104	280	38	0.135714286
fall	3D9.1C2C3A2504	2009	8/12/2008	68	5/7/2009	94	268	26	0.097014925
fall	3D9.1C2C3A256F	2009	8/6/2008	74	5/4/2009	98	271	24	0.088560886
fall	3D9.1C2C3A257C	2009	7/29/2008	67	6/2/2009	95	308	28	0.090909091
fall	3D9.1C2C3A26D3	2009	8/7/2008	77	4/22/2009	94	258	17	0.065891473
fall	3D9.1C2C3A26F8	2009	8/9/2008	66	5/25/2009	102	289	36	0.124567474
fall	3D9.1C2C3A2AC4	2009	8/12/2008	61	5/25/2009	109	286	48	0.167832168
fall	3D9.1C2C3A2BB1	2009	8/12/2008	67	5/29/2009	98	290	31	0.106896552
fall	3D9.1C2C3A2C6A	2009	8/4/2008	74	5/15/2009	97	284	23	0.080985915
fall	3D9.1C2C3A2C73	2009	8/12/2008	70	5/6/2009	109	267	39	0.146067416
fall	3D9.1C2C3A2D2E	2009	8/8/2008	71	5/4/2009	111	269	40	0.148698885
fall	3D9.1C2C3A2DAC	2009	8/20/2008	67	6/12/2009	101	296	34	0.114864865
fall	3D9.1C2C3A2E0D	2009	8/8/2008	59	5/8/2009	109	273	50	0.183150183
fall	3D9.1C2C3A2E1A	2009	8/13/2008	62	6/9/2009	98	300	36	0.12
fall	3D9.1C2C3A2FBF	2009	7/29/2008	62	5/24/2009	125	299	63	0.210702341
fall	3D9.1C2C3A2FC0	2009	8/12/2008	65	5/7/2009	107	268	42	0.156716418
fall	3D9.1C2C3A316F	2009	8/4/2008	71	5/26/2009	107	295	36	0.122033898
fall	3D9.1C2C3A31A1	2009	8/8/2008	85	5/26/2009	112	291	27	0.092783505
fall	3D9.1C2C3A31EB	2009	8/4/2008	72	4/24/2009	96	263	24	0.091254753
fall	3D9.1C2C3A334E	2009	7/29/2008	65	5/19/2009	107	294	42	0.142857143
fall	3D9.1C2C3A3354	2009	8/6/2008	73	5/21/2009	119	288	46	0.159722222
fall	3D9.1C2C3A336E	2009	8/8/2008	69	5/13/2009	102	278	33	0.118705036
fall	3D9.1C2C3A33EB	2009	8/4/2008	65	5/15/2009	106	284	41	0.144366197
fall	3D9.1C2C3A3413	2009	8/13/2008	70	5/22/2009	124	282	54	0.191489362
fall	3D9.1C2C3A3506	2009	8/5/2008	75	5/13/2009	108	281	33	0.117437722
fall	3D9.1C2C3A360F	2009	8/7/2008	83	5/3/2009	113	269	30	0.111524164
fall	3D9.1C2C3A365F	2009	8/6/2008	68	5/4/2009	105	271	37	0.136531365
fall	3D9.1C2C3A36BF	2009	8/12/2008	74	4/30/2009	99	261	25	0.095785441
fall	3D9.1C2C3A36D5	2009	8/5/2008	61	5/13/2009	97	281	36	0.128113879
fall	3D9.1C2C3A36E3	2009	8/20/2008	74	5/3/2009	104	256	30	0.1171875
fall	3D9.1C2C3A36F2	2009	8/7/2008	58	4/29/2009	101	265	43	0.162264151
fall	3D9.1C2C3A372D	2009	8/12/2008	69	5/19/2009	100	280	31	0.110714286
fall	3D9.1C2C3A373B	2009	8/7/2008	63	5/26/2009	107	292	44	0.150684932
fall	3D9.1C2C3A3799	2009	8/12/2008	63	5/31/2009	98	292	35	0.119863014
fall	3D9.1C2C3A3821	2009	8/13/2008	58	5/13/2009	100	273	42	0.153846154
fall	3D9.1C2C3A3870	2009	8/12/2008	56	5/26/2009	94	287	38	0.132404181
fall	3D9.1C2C3A3877	2009	8/12/2008	57	4/28/2009	99	259	42	0.162162162
fall	3D9.1C2C3A3921	2009	8/13/2008	70	5/23/2009	105	283	35	0.123674912
fall	3D9.1C2C3A394D	2009	8/5/2008	72	5/11/2009	108	279	36	0.129032258
fall	3D9.1C2C3A39ED	2009	8/12/2008	65	5/26/2009	119	287	54	0.18815331
fall	3D9.1C2C3A424B	2009	8/12/2008	78	5/27/2009	108	288	30	0.104166667
fall	3D9.1C2C3A425D	2009	8/5/2008	76	5/19/2009	102	287	26	0.090592334
fall	3D9.1C2C3A4342	2009	8/13/2008	70	5/26/2009	108	286	38	0.132867133
fall	3D9.1C2C3A43F9	2009	8/4/2008	73	5/25/2009	110	294	37	0.12585034
fall	3D9.1C2C3A458F	2009	8/4/2008	63	5/26/2009	95	295	32	0.108474576
fall	3D9.1C2C3A48B6	2009	7/29/2008	64	5/7/2009	92	282	28	0.09929078
fall	3D9.1C2C3A4E7D	2009	8/12/2008	70	5/5/2009	113	266	43	0.161654135
fall	3D9.1C2C3A535D	2009	7/29/2008	63	5/2/2009	102	277	39	0.140794224
fall	3D9.1C2C3A547A	2009	7/29/2008	74	5/25/2009	100	300	26	0.086666667
fall	3D9.1C2C3DCAC5	2009	8/8/2008	61	5/19/2009	114	284	53	0.186619718
fall	3D9.1C2C3E3493	2009	8/12/2008	74	5/31/2009	104	292	30	0.102739726
fall	3D9.1C2C3E3512	2009	8/9/2008	73	4/28/2009	105	262	32	0.122137405
fall	3D9.1C2C3E356D	2009	8/5/2008	67	5/23/2009	121	291	54	0.18556701
fall	3D9.1C2C3E36A7	2009	8/12/2008	60	5/27/2009	100	288	40	0.138888889
fall	3D9.1C2C3E3793	2009	8/5/2008	64	5/25/2009	109	293	45	0.153583618
fall	3D9.1C2C3E3BC3	2009	8/4/2008	71	5/6/2009	96	275	25	0.090909091
fall	3D9.1C2C3E3BD3	2009	7/29/2008	70	5/19/2009	122	294	52	0.176870748
fall	3D9.1C2C3E3DB8	2009	8/5/2008	76	4/27/2009	109	265	33	0.124528302
fall	3D9.1C2C3E3E2D	2009	8/5/2008	72	5/7/2009	108	275	36	0.130909091
fall	3D9.1C2C3E4195	2009	7/29/2008	68	4/30/2009	99	275	31	0.112727273
fall	3D9.1C2C3E42C5	2009	8/12/2008	58	5/27/2009	104	288	46	0.159722222
fall	3D9.1C2C3E449A	2009	8/4/2008	71	5/21/2009	101	290	30	0.103448276
fall	3D9.1C2C3E482E	2009	8/8/2008	63	5/21/2009	124	286	61	0.213286713
fall	3D9.1C2C3E4884	2009	8/5/2008	78	5/17/2009	115	285	37	0.129824561
fall	3D9.1C2C3EBC24	2009	8/6/2008	68	5/26/2009	113	293	45	0.153583618
fall	3D9.1C2C3EBE60	2009	8/7/2008	66	4/27/2009	102	263	36	0.136882129
fall	3D9.1C2C3EBE6D	2009	8/5/2008	62	5/26/2009	104	294	42	0.142857143
fall	3D9.1C2C3EBFE4	2009	8/6/2008	70	5/8/2009	111	275	41	0.149090909
fall	3D9.1C2C3EC036	2009	8/6/2008	68	5/17/2009	115	284	47	0.165492958
fall	3D9.1C2C3EC371	2009	8/12/2008	59	6/2/2009	92	294	33	0.112244898
fall	3D9.1C2C3EC390	2009	8/4/2008	69	5/6/2009	94	275	25	0.090909091
fall	3D9.1C2C3EC56E	2009	8/4/2008	81	5/4/2009	99	273	18	0.065934066
fall	3D9.1C2C3EC588	2009	8/12/2008	61	5/27/2009	104	288	43	0.149305556
fall	3D9.1C2C3EC897	2009	8/4/2008	70	5/21/2009	97	290	27	0.093103448
fall	3D9.1C2C3EC8DF	2009	8/4/2008	82	5/5/2009	110	274	28	0.102189781
fall	3D9.1C2C3ECA85	2009	7/29/2008	66	5/9/2009	94	284	28	0.098591549
fall	3D9.1C2C3ECFEB	2009	8/4/2008	71	5/6/2009	106	275	35	0.127272727
fall	3D9.1C2C3FCD83	2009	8/6/2008	70	5/17/2009	111	284	41	0.144366197
fall	3D9.1C2C3FCE24	2009	8/12/2008	63	5/24/2009	109	285	46	0.161403509
fall	3D9.1C2C3FCE37	2009	8/8/2008	68	5/3/2009	109	268	41	0.152985075
fall	3D9.1C2C3FCE72	2009	8/20/2008	71	5/22/2009	117	275	46	0.167272727
fall	3D9.1C2C3FCE76	2009	7/29/2008	65	5/11/2009	105	286	40	0.13986014
fall	3D9.1C2C3FD0C3	2009	8/5/2008	64	5/3/2009	104	271	40	0.147601476
fall	3D9.1C2C3FD0D0	2009	8/20/2008	69	5/5/2009	108	258	39	0.151162791
fall	3D9.1C2C3FD0F7	2009	8/7/2008	63	5/3/2009	102	269	39	0.144981413
fall	3D9.1C2C3FD1FF	2009	8/4/2008	70	5/7/2009	111	276	41	0.148550725
fall	3D9.1C2C3FD233	2009	8/7/2008	62	5/6/2009	106	272	44	0.161764706
fall	3D9.1C2C3FD2B8	2009	8/16/2008	60	5/21/2009	117	278	57	0.205035971
fall	3D9.1C2C3FD3C7	2009	8/5/2008	72	5/5/2009	104	273	32	0.117216117
fall	3D9.1C2C3FD599	2009	8/12/2008	70	5/26/2009	110	287	40	0.139372822
fall	3D9.1C2C3FD59F	2009	8/13/2008	76	5/25/2009	115	285	39	0.136842105
fall	3D9.1C2C3FD671	2009	8/12/2008	66	5/3/2009	99	264	33	0.125
fall	3D9.1C2C3FD818	2009	8/7/2008	69	5/22/2009	105	288	36	0.125
fall	3D9.1C2C3FD83C	2009	8/5/2008	70	5/4/2009	97	272	27	0.099264706
fall	3D9.1C2C3FD853	2009	8/6/2008	77	5/8/2009	107	275	30	0.109090909
fall	3D9.1C2C3FDB30	2009	8/16/2008	67	5/23/2009	104	280	37	0.132142857
fall	3D9.1C2C3FDB5B	2009	8/12/2008	67	5/11/2009	105	272	38	0.139705882
fall	3D9.1C2C3FDBF4	2009	7/29/2008	73	5/22/2009	108	297	35	0.117845118
fall	3D9.1C2C403BDF	2009	8/4/2008	67	5/21/2009	110	290	43	0.148275862
fall	3D9.1C2C403EF9	2009	8/8/2008	74	4/30/2009	112	265	38	0.143396226
fall	3D9.1C2C404379	2009	8/13/2008	69	5/25/2009	113	285	44	0.154385965
fall	3D9.1C2C40444A	2009	8/4/2008	74	5/22/2009	110	291	36	0.12371134
fall	3D9.1C2C40452E	2009	8/8/2008	69	5/24/2009	119	289	50	0.173010381
fall	3D9.1C2C40460D	2009	8/8/2008	62	5/26/2009	106	291	44	0.151202749
fall	3D9.1C2C40474A	2009	8/4/2008	75	5/15/2009	116	284	41	0.144366197
fall	3D9.1C2C4338D5	2009	8/12/2008	59	5/7/2009	104	268	45	0.167910448
fall	3D9.1C2C433B61	2009	7/29/2008	65	5/11/2009	112	286	47	0.164335664
fall	3D9.1C2C434616	2009	8/5/2008	71	5/25/2009	104	293	33	0.112627986
fall	3D9.1C2C4354FD	2009	8/12/2008	62	5/26/2009	109	287	47	0.163763066
fall	3D9.1C2C4356E4	2009	8/8/2008	63	5/6/2009	96	271	33	0.121771218
fall	3D9.1C2C4356E5	2009	8/12/2008	69	4/29/2009	101	260	32	0.123076923
fall	3D9.1C2C435887	2009	8/6/2008	64	5/13/2009	98	280	34	0.121428571
fall	3D9.1C2C435E39	2009	8/7/2008	72	5/19/2009	114	285	42	0.147368421
fall	3D9.1C2C4360FA	2009	8/6/2008	74	5/8/2009	115	275	41	0.149090909
fall	3D9.1C2C436339	2009	7/29/2008	69	4/27/2009	117	272	48	0.176470588
fall	3D9.1C2C436360	2009	8/8/2008	56	5/26/2009	111	291	55	0.189003436
fall	3D9.1C2C4368A9	2009	7/29/2008	74	4/29/2009	104	274	30	0.109489051
fall	3D9.1C2C44662C	2009	8/12/2008	65	5/9/2009	108	270	43	0.159259259
fall	3D9.1C2C446640	2009	8/12/2008	63	5/15/2009	112	276	49	0.177536232
fall	3D9.1C2C4467E4	2009	8/4/2008	74	4/28/2009	103	267	29	0.108614232
fall	3D9.1C2C446803	2009	8/12/2008	70	5/28/2009	125	289	55	0.190311419
fall	3D9.1C2C4468D7	2009	8/12/2008	62	5/7/2009	96	268	34	0.126865672
fall	3D9.1C2C44695B	2009	8/9/2008	64	4/28/2009	100	262	36	0.13740458
fall	3D9.1C2C4469A4	2009	8/5/2008	63	5/8/2009	105	276	42	0.152173913
fall	3D9.1C2C446AB0	2009	8/13/2008	66	5/7/2009	104	267	38	0.142322097
fall	3D9.1C2C446C7B	2009	8/20/2008	64	5/26/2009	114	279	50	0.17921147
fall	3D9.1C2C446C8E	2009	8/4/2008	84	5/17/2009	105	286	21	0.073426573
fall	3D9.1C2C446D43	2009	8/13/2008	73	5/26/2009	109	286	36	0.125874126
fall	3D9.1C2C446D64	2009	8/6/2008	72	5/8/2009	105	275	33	0.12
fall	3D9.1C2C446D82	2009	8/4/2008	68	5/19/2009	98	288	30	0.104166667
fall	3D9.1C2C446D8C	2009	8/12/2008	62	5/4/2009	99	265	37	0.139622642
fall	3D9.1C2C446DAA	2009	8/12/2008	62	5/25/2009	95	286	33	0.115384615
fall	3D9.1C2C446F32	2009	8/4/2008	65	5/21/2009	99	290	34	0.117241379
fall	3D9.1C2C446F48	2009	8/4/2008	73	5/9/2009	102	278	29	0.104316547
fall	3D9.1C2C446F4A	2009	8/9/2008	82	5/8/2009	104	272	22	0.080882353
fall	3D9.1C2C446F55	2009	8/7/2008	63	5/3/2009	101	269	38	0.141263941
fall	3D9.1C2C446F59	2009	8/7/2008	84	5/6/2009	114	272	30	0.110294118
fall	3D9.1C2C44711E	2009	8/5/2008	65	5/13/2009	111	281	46	0.163701068
fall	3D9.1C2C4471D1	2009	8/4/2008	71	5/21/2009	100	290	29	0.1
fall	3D9.1C2C447303	2009	8/12/2008	73	5/5/2009	112	266	39	0.146616541
fall	3D9.1C2C4473CF	2009	8/7/2008	73	5/9/2009	107	275	34	0.123636364
fall	3D9.1C2C4473DB	2009	8/4/2008	65	5/1/2009	98	270	33	0.122222222
fall	3D9.1C2C447448	2009	8/6/2008	63	5/22/2009	116	289	53	0.183391003
fall	3D9.1C2C4474C5	2009	8/12/2008	64	5/26/2009	115	287	51	0.177700348
fall	3D9.1C2C447599	2009	8/5/2008	76	5/23/2009	121	291	45	0.154639175
fall	3D9.1C2C4475A2	2009	8/5/2008	66	5/11/2009	91	279	25	0.089605735
fall	3D9.1C2C4475BA	2009	8/5/2008	67	5/17/2009	112	285	45	0.157894737
