group	tag	smolt.year	date.M	length.M	date.R	length.R	time.MR	growth	growth.rate
fall	3D9.1BF15E7E1C	2004	7/22/2003	62	5/1/2004	99	284	37	0.13028169
fall	3D9.1BF15E827B	2004	7/22/2003	62	5/1/2004	100	284	38	0.133802817
fall	3D9.1BF15E847F	2004	7/29/2003	62	5/7/2004	107	283	45	0.159010601
fall	3D9.1BF15E8B14	2004	7/31/2003	58	6/7/2004	108	312	50	0.16025641
fall	3D9.1BF15E8B16	2004	7/23/2003	57	5/29/2004	108	311	51	0.163987138
fall	3D9.1BF15E8BB8	2004	8/4/2003	65	5/13/2004	118	283	53	0.187279152
fall	3D9.1BF15E8CA9	2004	7/23/2003	54	5/29/2004	116	311	62	0.199356913
fall	3D9.1BF15E8CC1	2004	8/1/2003	70	5/7/2004	106	280	36	0.128571429
fall	3D9.1BF15E8CD3	2004	7/24/2003	64	5/17/2004	104	298	40	0.134228188
fall	3D9.1BF15E8DD7	2004	7/24/2003	73	5/27/2004	122	308	49	0.159090909
fall	3D9.1BF15E8E8B	2004	7/30/2003	64	5/17/2004	100	292	36	0.123287671
fall	3D9.1BF15E8E9C	2004	7/25/2003	66	6/7/2004	108	318	42	0.132075472
fall	3D9.1BF15E8F22	2004	7/29/2003	59	4/24/2004	91	270	32	0.118518519
fall	3D9.1BF15E8F35	2004	7/28/2003	64	5/7/2004	95	284	31	0.10915493
fall	3D9.1BF15E8F3C	2004	7/31/2003	60	4/21/2004	94	265	34	0.128301887
fall	3D9.1BF15E900F	2004	7/25/2003	63	5/27/2004	112	307	49	0.159609121
fall	3D9.1BF15E9539	2004	7/24/2003	62	5/3/2004	104	284	42	0.147887324
fall	3D9.1BF15E960C	2004	7/25/2003	61	5/17/2004	106	297	45	0.151515152
fall	3D9.1BF15E9721	2004	7/31/2003	65	5/11/2004	98	285	33	0.115789474
fall	3D9.1BF15E9780	2004	7/22/2003	67	5/17/2004	106	300	39	0.13
fall	3D9.1BF15E9784	2004	7/22/2003	61	5/25/2004	102	308	41	0.133116883
fall	3D9.1BF15E9CCA	2004	7/24/2003	62	6/12/2004	118	324	56	0.172839506
fall	3D9.1BF15E9E54	2004	7/22/2003	62	5/1/2004	111	284	49	0.172535211
fall	3D9.1BF15E9FE0	2004	8/1/2003	75	4/29/2004	107	272	32	0.117647059
fall	3D9.1BF15EA7F7	2004	7/22/2003	71	5/15/2004	105	298	34	0.11409396
fall	3D9.1BF15EA916	2004	7/31/2003	58	5/19/2004	105	293	47	0.160409556
fall	3D9.1BF15EAF9F	2004	7/23/2003	68	5/9/2004	97	291	29	0.099656357
fall	3D9.1BF15EB14F	2004	7/23/2003	67	5/17/2004	104	299	37	0.123745819
fall	3D9.1BF15EB5AC	2004	7/30/2003	71	5/31/2004	127	306	56	0.183006536
fall	3D9.1BF15EB70E	2004	7/31/2003	67	5/7/2004	103	281	36	0.128113879
fall	3D9.1BF15EB804	2004	7/23/2003	61	4/29/2004	116	281	55	0.195729537
fall	3D9.1BF15EBC11	2004	7/24/2003	60	5/25/2004	105	306	45	0.147058824
fall	3D9.1BF15EC103	2004	7/31/2003	62	5/7/2004	106	281	44	0.15658363
fall	3D9.1BF15EC9AC	2004	7/30/2003	73	5/3/2004	116	278	43	0.154676259
fall	3D9.1BF15ECD0F	2004	7/24/2003	62	5/5/2004	102	286	40	0.13986014
fall	3D9.1BF15ECDCE	2004	8/2/2003	57	4/26/2004	101	268	44	0.164179104
fall	3D9.1BF15ECE36	2004	7/28/2003	73	5/13/2004	106	290	33	0.113793103
fall	3D9.1BF15ED05B	2004	7/31/2003	61	4/29/2004	84	273	23	0.084249084
fall	3D9.1BF15ED6DC	2004	7/31/2003	71	5/15/2004	113	289	42	0.14532872
fall	3D9.1BF15ED7B7	2004	7/23/2003	63	5/31/2004	104	313	41	0.130990415
fall	3D9.1BF15EDA73	2004	8/1/2003	61	5/13/2004	116	286	55	0.192307692
fall	3D9.1BF15EDA7D	2004	7/31/2003	60	5/13/2004	105	287	45	0.156794425
fall	3D9.1BF15EDDA2	2004	7/24/2003	66	5/31/2004	100	312	34	0.108974359
fall	3D9.1BF15EDDE1	2004	7/25/2003	57	4/26/2004	116	276	59	0.213768116
fall	3D9.1BF15EDF37	2004	7/31/2003	66	4/29/2004	96	273	30	0.10989011
fall	3D9.1BF15EE00F	2004	8/4/2003	67	5/25/2004	113	295	46	0.155932203
fall	3D9.1BF15EE39F	2004	8/1/2003	68	4/26/2004	113	269	45	0.167286245
fall	3D9.1BF15EE4FB	2004	7/28/2003	73	6/14/2004	119	322	46	0.142857143
fall	3D9.1BF15EE572	2004	7/30/2003	60	5/3/2004	111	278	51	0.183453237
fall	3D9.1BF15EE8B0	2004	7/31/2003	61	5/21/2004	109	295	48	0.162711864
fall	3D9.1BF15EE8EC	2004	8/2/2003	60	5/13/2004	104	285	44	0.154385965
fall	3D9.1BF15EF186	2004	7/23/2003	61	5/1/2004	93	283	32	0.113074205
fall	3D9.1BF15EF1E0	2004	7/25/2003	62	5/31/2004	121	311	59	0.189710611
fall	3D9.1BF15EF1E3	2004	7/29/2003	63	4/26/2004	108	272	45	0.165441176
fall	3D9.1BF15EF3F7	2004	7/25/2003	59	5/15/2004	105	295	46	0.155932203
fall	3D9.1BF15EF4D3	2004	7/31/2003	68	4/29/2004	104	273	36	0.131868132
fall	3D9.1BF15EF5F2	2004	7/30/2003	66	5/19/2004	108	294	42	0.142857143
fall	3D9.1BF15EF66E	2004	8/4/2003	57	5/5/2004	108	275	51	0.185454545
fall	3D9.1BF15EFA0C	2004	7/30/2003	67	4/29/2004	102	274	35	0.127737226
fall	3D9.1BF15EFCE4	2004	7/31/2003	71	4/24/2004	98	268	27	0.100746269
fall	3D9.1BF15F06C4	2004	7/29/2003	58	5/13/2004	104	289	46	0.15916955
fall	3D9.1BF15F0991	2004	7/24/2003	58	5/15/2004	112	296	54	0.182432432
fall	3D9.1BF15F0C51	2004	7/30/2003	59	5/17/2004	100	292	41	0.140410959
fall	3D9.1BF15F0D0E	2004	7/23/2003	58	6/5/2004	108	318	50	0.157232704
fall	3D9.1BF15F0E37	2004	8/4/2003	70	5/3/2004	113	273	43	0.157509158
fall	3D9.1BF15F1198	2004	7/23/2003	60	5/17/2004	113	299	53	0.177257525
fall	3D9.1BF15F16DE	2004	7/29/2003	75	5/27/2004	113	303	38	0.125412541
fall	3D9.1BF15F1766	2004	7/28/2003	56	6/14/2004	113	322	57	0.177018634
fall	3D9.1BF15F1AA1	2004	7/31/2003	59	4/27/2004	106	271	47	0.173431734
fall	3D9.1BF15F1AFA	2004	7/31/2003	82	4/21/2004	105	265	23	0.086792453
fall	3D9.1BF15F1B04	2004	7/31/2003	70	6/9/2004	106	314	36	0.114649682
fall	3D9.1BF15F1B4E	2004	7/24/2003	60	5/25/2004	106	306	46	0.150326797
fall	3D9.1BF15F1BB8	2004	8/1/2003	84	4/21/2004	110	264	26	0.098484848
fall	3D9.1BF15F232D	2004	7/29/2003	75	5/3/2004	110	279	35	0.125448029
fall	3D9.1BF15F23E2	2004	8/6/2003	63	5/23/2004	112	291	49	0.16838488
fall	3D9.1BF15F2750	2004	7/31/2003	63	5/3/2004	97	277	34	0.122743682
fall	3D9.1BF15F29FD	2004	7/28/2003	58	5/7/2004	96	284	38	0.133802817
fall	3D9.1BF15F29FE	2004	7/29/2003	65	5/19/2004	100	295	35	0.118644068
fall	3D9.1BF15F2A81	2004	8/2/2003	55	5/7/2004	94	279	39	0.139784946
fall	3D9.1BF15F2C2D	2004	7/31/2003	66	5/25/2004	106	299	40	0.133779264
fall	3D9.1BF15F2D90	2004	7/25/2003	64	5/27/2004	111	307	47	0.153094463
fall	3D9.1BF15F2DB5	2004	7/30/2003	74	5/13/2004	110	288	36	0.125
fall	3D9.1BF15F2EAD	2004	7/29/2003	67	5/25/2004	112	301	45	0.149501661
fall	3D9.1BF15F2ED7	2004	7/22/2003	64	4/21/2004	113	274	49	0.178832117
fall	3D9.1BF15F2F37	2004	7/25/2003	68	5/17/2004	112	297	44	0.148148148
fall	3D9.1BF15F2F47	2004	7/29/2003	77	4/19/2004	107	265	30	0.113207547
fall	3D9.1BF15F2F7B	2004	7/22/2003	56	4/21/2004	105	274	49	0.178832117
fall	3D9.1BF15F2FFB	2004	7/25/2003	72	5/19/2004	101	299	29	0.096989967
fall	3D9.1BF15F3009	2004	7/25/2003	57	5/27/2004	112	307	55	0.179153094
fall	3D9.1BF15F3060	2004	7/22/2003	62	5/1/2004	112	284	50	0.176056338
fall	3D9.1BF15F3069	2004	7/25/2003	56	5/27/2004	96	307	40	0.13029316
fall	3D9.1BF15F3207	2004	7/25/2003	66	5/19/2004	104	299	38	0.127090301
fall	3D9.1BF15F3522	2004	7/30/2003	57	5/29/2004	101	304	44	0.144736842
fall	3D9.1BF15F36A8	2004	8/1/2003	62	5/11/2004	109	284	47	0.165492958
fall	3D9.1BF15F401E	2004	7/31/2003	65	5/7/2004	95	281	30	0.106761566
fall	3D9.1BF15F4104	2004	7/30/2003	64	5/7/2004	106	282	42	0.14893617
fall	3D9.1BF15F4167	2004	7/22/2003	63	4/14/2004	104	267	41	0.153558052
fall	3D9.1BF15F4176	2004	7/22/2003	70	5/29/2004	111	312	41	0.131410256
fall	3D9.1BF15F465D	2004	8/1/2003	64	5/7/2004	100	280	36	0.128571429
fall	3D9.1BF15F470E	2004	7/25/2003	57	5/31/2004	121	311	64	0.205787781
fall	3D9.1BF15F4BEF	2004	7/30/2003	76	5/7/2004	108	282	32	0.113475177
fall	3D9.1BF15F4CE8	2004	7/30/2003	73	4/26/2004	107	271	34	0.125461255
fall	3D9.1BF15F4E81	2004	7/25/2003	65	5/31/2004	107	311	42	0.135048232
fall	3D9.1BF15F4F5E	2004	7/22/2003	71	4/26/2004	104	279	33	0.11827957
fall	3D9.1BF15F5086	2004	8/1/2003	75	5/13/2004	106	286	31	0.108391608
fall	3D9.1BF15F5385	2004	7/29/2003	59	6/18/2004	110	325	51	0.156923077
fall	3D9.1BF15F56BA	2004	7/31/2003	83	4/24/2004	110	268	27	0.100746269
fall	3D9.1BF15F5A0F	2004	7/22/2003	65	4/26/2004	100	279	35	0.125448029
fall	3D9.1BF15F5BB7	2004	7/22/2003	62	4/17/2004	95	270	33	0.122222222
fall	3D9.1BF15F5C0D	2004	7/31/2003	59	5/7/2004	98	281	39	0.138790036
fall	3D9.1BF15F5DE2	2004	7/31/2003	72	5/13/2004	109	287	37	0.128919861
fall	3D9.1BF15F5E55	2004	7/25/2003	63	6/9/2004	117	320	54	0.16875
fall	3D9.1BF15F5E62	2004	7/25/2003	63	5/7/2004	104	287	41	0.142857143
fall	3D9.1BF15F603F	2004	7/31/2003	79	5/31/2004	113	305	34	0.11147541
fall	3D9.1BF1611C15	2004	7/24/2003	57	5/25/2004	102	306	45	0.147058824
fall	3D9.1BF1613D6C	2004	7/29/2003	57	4/26/2004	106	272	49	0.180147059
fall	3D9.1BF161501F	2004	8/1/2003	70	4/27/2004	94	270	24	0.088888889
fall	3D9.1BF161760E	2004	7/25/2003	55	5/3/2004	113	283	58	0.204946996
fall	3D9.1BF179D8A0	2004	7/24/2003	65	5/13/2004	104	294	39	0.132653061
fall	3D9.1BF1BF4C08	2004	8/5/2003	60	5/11/2004	108	280	48	0.171428571
fall	3D9.1BF1BF5363	2004	8/6/2003	71	5/15/2004	108	283	37	0.130742049
fall	3D9.1BF1BF575D	2004	8/21/2003	72	5/1/2004	102	254	30	0.118110236
fall	3D9.1BF1BF585A	2004	8/8/2003	78	4/24/2004	106	260	28	0.107692308
fall	3D9.1BF1BF58D6	2004	8/21/2003	69	5/3/2004	104	256	35	0.13671875
fall	3D9.1BF1BF5D5D	2004	8/21/2003	58	4/24/2004	96	247	38	0.153846154
fall	3D9.1BF1BF5D64	2004	8/21/2003	76	5/9/2004	108	262	32	0.122137405
fall	3D9.1BF1BF61A9	2004	8/30/2003	65	5/19/2004	97	263	32	0.121673004
fall	3D9.1BF1BF61F7	2004	8/21/2003	69	5/3/2004	106	256	37	0.14453125
fall	3D9.1BF1BF63E1	2004	8/26/2003	54	5/29/2004	97	277	43	0.155234657
fall	3D9.1BF1BF6552	2004	8/21/2003	71	4/26/2004	112	249	41	0.164658635
fall	3D9.1BF1BF6823	2004	8/11/2003	59	5/17/2004	115	280	56	0.2
fall	3D9.1BF1BF68B1	2004	8/21/2003	73	4/26/2004	106	249	33	0.13253012
fall	3D9.1BF1BF6915	2004	8/8/2003	72	5/1/2004	108	267	36	0.134831461
fall	3D9.1BF1BF6955	2004	8/21/2003	84	5/7/2004	107	260	23	0.088461538
fall	3D9.1BF1BF6A14	2004	8/22/2003	60	5/7/2004	102	259	42	0.162162162
fall	3D9.1BF1BF6BFD	2004	8/5/2003	63	5/17/2004	106	286	43	0.15034965
fall	3D9.1BF1BF6CFD	2004	8/8/2003	58	5/15/2004	95	281	37	0.131672598
fall	3D9.1BF1BF6DF3	2004	8/5/2003	55	5/25/2004	110	294	55	0.18707483
fall	3D9.1BF1BF6EAC	2004	8/21/2003	65	5/9/2004	106	262	41	0.15648855
fall	3D9.1BF1BF6EDD	2004	8/21/2003	74	5/15/2004	110	268	36	0.134328358
fall	3D9.1BF1BF7144	2004	8/21/2003	69	5/13/2004	110	266	41	0.154135338
fall	3D9.1BF1BF71C2	2004	8/22/2003	61	4/24/2004	97	246	36	0.146341463
fall	3D9.1BF1C4A819	2004	8/21/2003	82	5/3/2004	127	256	45	0.17578125
fall	3D9.1BF1C4A842	2004	8/29/2003	58	4/29/2004	107	244	49	0.200819672
fall	3D9.1BF1C4A92E	2004	8/25/2003	78	5/17/2004	117	266	39	0.146616541
fall	3D9.1BF1C4A937	2004	7/31/2003	62	4/26/2004	111	270	49	0.181481481
fall	3D9.1BF1C4A945	2004	8/15/2003	68	5/3/2004	97	262	29	0.110687023
fall	3D9.1BF1C4A979	2004	8/8/2003	65	4/19/2004	105	255	40	0.156862745
fall	3D9.1BF1C4A9A5	2004	8/11/2003	69	5/3/2004	113	266	44	0.165413534
fall	3D9.1BF1C4AAA1	2004	8/26/2003	59	5/21/2004	99	269	40	0.148698885
fall	3D9.1BF1C4AAC0	2004	8/11/2003	68	5/3/2004	106	266	38	0.142857143
fall	3D9.1BF1C4AB23	2004	8/8/2003	55	5/15/2004	104	281	49	0.174377224
fall	3D9.1BF1C4AB2D	2004	8/8/2003	56	5/19/2004	99	285	43	0.150877193
fall	3D9.1BF1C4ABDA	2004	8/21/2003	85	5/3/2004	116	256	31	0.12109375
fall	3D9.1BF1C4AF16	2004	8/8/2003	69	4/17/2004	101	253	32	0.126482213
fall	3D9.1BF1C4AF74	2004	8/5/2003	66	5/21/2004	106	290	40	0.137931034
fall	3D9.1BF1C4AFBD	2004	7/31/2003	58	5/9/2004	104	283	46	0.16254417
fall	3D9.1BF1C4B05F	2004	8/30/2003	67	4/21/2004	94	235	27	0.114893617
fall	3D9.1BF1C4B0C3	2004	8/16/2003	62	5/29/2004	112	287	50	0.174216028
fall	3D9.1BF1C4B202	2004	8/5/2003	63	5/21/2004	99	290	36	0.124137931
fall	3D9.1BF1C4B2D9	2004	8/21/2003	60	5/3/2004	100	256	40	0.15625
fall	3D9.1BF1C4B370	2004	8/8/2003	63	4/29/2004	113	265	50	0.188679245
fall	3D9.1BF1C4B4D5	2004	8/8/2003	65	5/27/2004	113	293	48	0.163822526
fall	3D9.1BF1C4B501	2004	8/8/2003	61	4/29/2004	110	265	49	0.18490566
fall	3D9.1BF1C4B518	2004	8/21/2003	80	4/26/2004	108	249	28	0.112449799
fall	3D9.1BF1C4B56F	2004	8/8/2003	55	5/17/2004	99	283	44	0.155477032
fall	3D9.1BF1C4B584	2004	8/8/2003	60	5/11/2004	107	277	47	0.16967509
fall	3D9.1BF1C4B588	2004	8/11/2003	70	5/7/2004	96	270	26	0.096296296
fall	3D9.1BF1C4B5A3	2004	7/31/2003	66	5/7/2004	108	281	42	0.149466192
fall	3D9.1BF1C4B662	2004	8/8/2003	63	5/25/2004	104	291	41	0.140893471
fall	3D9.1BF1C4B669	2004	8/26/2003	60	6/5/2004	105	284	45	0.158450704
fall	3D9.1BF1C4B6A7	2004	8/8/2003	55	5/23/2004	100	289	45	0.155709343
fall	3D9.1BF1C4B6AA	2004	8/8/2003	56	5/3/2004	97	269	41	0.152416357
fall	3D9.1BF1C4B7DD	2004	8/15/2003	61	6/2/2004	109	292	48	0.164383562
fall	3D9.1BF1C4B7FD	2004	8/21/2003	65	5/9/2004	106	262	41	0.15648855
fall	3D9.1BF1C4B814	2004	8/6/2003	59	5/15/2004	113	283	54	0.190812721
fall	3D9.1BF1C4B869	2004	8/26/2003	53	5/25/2004	95	273	42	0.153846154
fall	3D9.1BF1C4B89A	2004	8/5/2003	64	5/7/2004	106	276	42	0.152173913
fall	3D9.1BF1C4BB25	2004	7/31/2003	69	4/21/2004	102	265	33	0.124528302
fall	3D9.1BF1C4BC52	2004	8/28/2003	63	5/7/2004	96	253	33	0.130434783
fall	3D9.1BF1C4BFFF	2004	8/5/2003	62	5/25/2004	105	294	43	0.146258503
fall	3D9.1BF1C4C418	2004	8/8/2003	64	5/5/2004	108	271	44	0.162361624
fall	3D9.1BF1C4C679	2004	8/6/2003	57	5/19/2004	110	287	53	0.18466899
fall	3D9.1BF1C4C76E	2004	8/21/2003	71	5/1/2004	103	254	32	0.125984252
fall	3D9.1BF1C4C86A	2004	8/22/2003	54	5/15/2004	109	267	55	0.205992509
fall	3D9.1BF1C4CA67	2004	7/31/2003	60	4/29/2004	102	273	42	0.153846154
fall	3D9.1BF1C4CE1E	2004	8/21/2003	61	5/7/2004	101	260	40	0.153846154
fall	3D9.1BF1C4D3BF	2004	8/8/2003	53	4/26/2004	106	262	53	0.202290076
fall	3D9.1BF1C4D3DF	2004	8/6/2003	72	5/31/2004	116	299	44	0.147157191
fall	3D9.1BF1C4D44C	2004	8/22/2003	64	5/9/2004	96	261	32	0.122605364
fall	3D9.1BF1C4D568	2004	8/8/2003	62	5/9/2004	104	275	42	0.152727273
fall	3D9.1BF1C4D8B4	2004	8/21/2003	65	5/7/2004	97	260	32	0.123076923
fall	3D9.1BF1C4D90B	2004	8/21/2003	66	5/5/2004	108	258	42	0.162790698
fall	3D9.1BF1C50503	2004	8/6/2003	68	5/21/2004	110	289	42	0.14532872
fall	3D9.1BF1C510A9	2004	8/21/2003	68	5/7/2004	107	260	39	0.15
fall	3D9.1BF1C631EF	2004	8/4/2003	67	4/29/2004	106	269	39	0.144981413
fall	3D9.1BF1C644CF	2004	8/25/2003	55	6/12/2004	112	292	57	0.195205479
fall	3D9.1BF1C644E3	2004	8/21/2003	64	5/1/2004	105	254	41	0.161417323
fall	3D9.1BF1C64545	2004	8/15/2003	76	5/21/2004	100	280	24	0.085714286
fall	3D9.1BF1C64576	2004	8/6/2003	62	5/21/2004	106	289	44	0.152249135
fall	3D9.1BF1C6458C	2004	8/22/2003	72	5/5/2004	107	257	35	0.13618677
fall	3D9.1BF1C648B3	2004	8/21/2003	80	4/29/2004	118	252	38	0.150793651
fall	3D9.1BF1C648BF	2004	8/8/2003	61	5/29/2004	113	295	52	0.176271186
fall	3D9.1BF1C648C5	2004	8/8/2003	67	5/11/2004	104	277	37	0.133574007
fall	3D9.1BF1C64920	2004	8/11/2003	67	4/29/2004	102	262	35	0.133587786
fall	3D9.1BF1C6492B	2004	8/8/2003	61	5/5/2004	104	271	43	0.158671587
fall	3D9.1BF1C649F1	2004	8/21/2003	59	5/29/2004	107	282	48	0.170212766
fall	3D9.1BF1C649F4	2004	8/25/2003	61	5/15/2004	112	264	51	0.193181818
fall	3D9.1BF1C64A36	2004	8/6/2003	66	5/17/2004	110	285	44	0.154385965
fall	3D9.1BF1C64ACD	2004	8/8/2003	68	5/11/2004	99	277	31	0.111913357
fall	3D9.1BF1C64AD3	2004	7/31/2003	62	4/26/2004	107	270	45	0.166666667
fall	3D9.1BF1C64AD6	2004	8/8/2003	57	5/21/2004	106	287	49	0.170731707
fall	3D9.1BF1C64AD8	2004	8/8/2003	59	5/7/2004	97	273	38	0.139194139
fall	3D9.1BF1C64AE2	2004	8/11/2003	60	5/15/2004	101	278	41	0.147482014
fall	3D9.1BF1C64B73	2004	8/8/2003	60	6/9/2004	121	306	61	0.199346405
fall	3D9.1BF1C64D7D	2004	8/22/2003	54	6/28/2004	104	311	50	0.160771704
fall	3D9.1BF1C64D7F	2004	8/26/2003	54	5/17/2004	96	265	42	0.158490566
fall	3D9.1BF1C64E73	2004	8/28/2003	60	5/27/2004	95	273	35	0.128205128
fall	3D9.1BF1C64FF6	2004	8/28/2003	71	4/19/2004	115	235	44	0.187234043
fall	3D9.1BF1C65035	2004	8/25/2003	64	5/9/2004	114	258	50	0.19379845
fall	3D9.1BF1C65048	2004	8/15/2003	75	5/21/2004	114	280	39	0.139285714
fall	3D9.1BF1C650A4	2004	8/11/2003	69	5/11/2004	118	274	49	0.178832117
fall	3D9.1BF1C650C3	2004	8/21/2003	72	5/3/2004	107	256	35	0.13671875
fall	3D9.1BF1C67D8A	2004	8/29/2003	71	5/31/2004	115	276	44	0.15942029
fall	3D9.1BF1C67FE7	2004	7/31/2003	68	5/3/2004	100	277	32	0.115523466
fall	3D9.1BF1C681D0	2004	7/31/2003	62	5/25/2004	110	299	48	0.160535117
fall	3D9.1BF1C6CF55	2004	8/21/2003	72	4/29/2004	108	252	36	0.142857143
fall	3D9.1BF1C6DE22	2004	8/5/2003	71	5/15/2004	107	284	36	0.126760563
fall	3D9.1BF1C6F2ED	2004	8/6/2003	68	5/9/2004	115	277	47	0.16967509
fall	3D9.1BF1C6FC19	2004	7/31/2003	63	4/29/2004	102	273	39	0.142857143
fall	3D9.1BF1C6FF6C	2004	8/21/2003	62	5/13/2004	108	266	46	0.172932331
fall	3D9.1BF1C7059B	2004	8/21/2003	78	5/7/2004	126	260	48	0.184615385
fall	3D9.1BF1C74157	2004	8/4/2003	59	5/27/2004	104	297	45	0.151515152
fall	3D9.1BF1C9DE6B	2004	8/11/2003	64	5/1/2004	105	264	41	0.15530303
fall	3D9.1BF1C9DFA6	2004	7/31/2003	62	4/29/2004	109	273	47	0.172161172
fall	3D9.1BF1C9EF83	2004	8/11/2003	62	5/17/2004	105	280	43	0.153571429
fall	3D9.1BF1C9F14E	2004	8/21/2003	70	5/5/2004	110	258	40	0.15503876
fall	3D9.1BF1C9F171	2004	8/8/2003	66	5/9/2004	105	275	39	0.141818182
fall	3D9.1BF1C9F4F7	2004	8/25/2003	60	5/13/2004	104	262	44	0.167938931
fall	3D9.1BF1C9F523	2004	8/21/2003	63	5/13/2004	117	266	54	0.203007519
fall	3D9.1BF1CAC900	2004	8/15/2003	73	5/25/2004	106	284	33	0.116197183
fall	3D9.1BF1CAE3E1	2004	8/21/2003	71	5/7/2004	111	260	40	0.153846154
fall	3D9.1BF1CAE750	2004	8/15/2003	58	6/7/2004	117	297	59	0.198653199
fall	3D9.1BF1CAE757	2004	8/8/2003	65	4/29/2004	97	265	32	0.120754717
fall	3D9.1BF1CAE76C	2004	8/8/2003	76	5/19/2004	116	285	40	0.140350877
fall	3D9.1BF1CAE76D	2004	8/11/2003	61	5/5/2004	101	268	40	0.149253731
fall	3D9.1BF1CAE7A6	2004	8/8/2003	66	5/7/2004	106	273	40	0.146520147
fall	3D9.1BF1CAE7D4	2004	8/15/2003	61	5/15/2004	101	274	40	0.145985401
fall	3D9.1BF1CAE833	2004	8/26/2003	57	6/14/2004	119	293	62	0.211604096
fall	3D9.1BF1CAE84F	2004	8/8/2003	63	5/3/2004	102	269	39	0.144981413
fall	3D9.1BF1CAE856	2004	8/15/2003	57	6/14/2004	107	304	50	0.164473684
fall	3D9.1BF1CAE878	2004	8/11/2003	67	5/21/2004	121	284	54	0.190140845
fall	3D9.1BF1CAE8FD	2004	8/6/2003	60	5/21/2004	105	289	45	0.155709343
fall	3D9.1BF1CAE942	2004	7/31/2003	65	4/19/2004	103	263	38	0.144486692
fall	3D9.1BF1CAE984	2004	8/26/2003	69	5/25/2004	106	273	37	0.135531136
fall	3D9.1BF1CAE9A1	2004	8/21/2003	76	4/26/2004	111	249	35	0.140562249
fall	3D9.1BF1CAE9B5	2004	8/21/2003	65	5/27/2004	104	280	39	0.139285714
fall	3D9.1BF1CAEA02	2004	8/15/2003	67	6/14/2004	117	304	50	0.164473684
fall	3D9.1BF1CAEA21	2004	8/29/2003	75	5/7/2004	94	252	19	0.075396825
fall	3D9.1BF1CAEB40	2004	8/15/2003	61	5/31/2004	97	290	36	0.124137931
fall	3D9.1BF1CAEB48	2004	8/4/2003	56	5/23/2004	105	293	49	0.167235495
fall	3D9.1BF1CAEB55	2004	8/30/2003	76	5/19/2004	116	263	40	0.152091255
fall	3D9.1BF1CAEB6C	2004	8/16/2003	62	5/19/2004	105	277	43	0.155234657
fall	3D9.1BF1CAEB72	2004	8/26/2003	63	5/17/2004	96	265	33	0.124528302
fall	3D9.1BF1CAEB79	2004	8/25/2003	66	5/19/2004	110	268	44	0.164179104
fall	3D9.1BF1CAEC5E	2004	8/26/2003	60	6/28/2004	104	307	44	0.143322476
fall	3D9.1BF1CAECAE	2004	8/11/2003	76	5/3/2004	109	266	33	0.12406015
fall	3D9.1BF1CAECF0	2004	8/11/2003	64	5/17/2004	116	280	52	0.185714286
fall	3D9.1BF1CAECF1	2004	8/8/2003	62	5/5/2004	102	271	40	0.147601476
fall	3D9.1BF1CAECFB	2004	8/16/2003	62	6/2/2004	110	291	48	0.164948454
fall	3D9.1BF1CAED01	2004	8/21/2003	71	4/27/2004	108	250	37	0.148
fall	3D9.1BF1CAED2C	2004	8/26/2003	71	5/21/2004	102	269	31	0.115241636
fall	3D9.1BF1CAED4A	2004	8/11/2003	73	5/9/2004	115	272	42	0.154411765
fall	3D9.1BF1CAED8E	2004	8/8/2003	61	5/7/2004	96	273	35	0.128205128
fall	3D9.1BF1CAED98	2004	8/25/2003	70	4/29/2004	97	248	27	0.108870968
fall	3D9.1BF1CAEDAE	2004	8/8/2003	59	5/11/2004	107	277	48	0.173285199
fall	3D9.1BF1CAEDD7	2004	8/8/2003	58	5/29/2004	101	295	43	0.145762712
fall	3D9.1BF1CAEE04	2004	8/5/2003	54	5/25/2004	97	294	43	0.146258503
fall	3D9.1BF1CAEE0B	2004	8/11/2003	68	5/9/2004	114	272	46	0.169117647
fall	3D9.1BF1CAEE18	2004	8/8/2003	62	5/27/2004	112	293	50	0.170648464
fall	3D9.1BF1CAEE49	2004	8/5/2003	60	5/15/2004	100	284	40	0.14084507
fall	3D9.1BF1CAEE50	2004	8/11/2003	63	5/3/2004	95	266	32	0.120300752
fall	3D9.1BF1CAEF30	2004	8/8/2003	62	5/21/2004	115	287	53	0.18466899
fall	3D9.1BF1CAEF69	2004	8/6/2003	65	5/7/2004	101	275	36	0.130909091
fall	3D9.1BF1CAEF98	2004	8/26/2003	58	5/17/2004	102	265	44	0.166037736
fall	3D9.1BF1CAEFAE	2004	8/6/2003	69	5/27/2004	115	295	46	0.155932203
fall	3D9.1BF1CAEFBF	2004	8/16/2003	62	5/19/2004	98	277	36	0.129963899
fall	3D9.1BF1CAEFC4	2004	8/11/2003	65	5/19/2004	118	282	53	0.187943262
fall	3D9.1BF1CAF02E	2004	8/11/2003	68	5/13/2004	109	276	41	0.148550725
fall	3D9.1BF1CAF04C	2004	8/26/2003	70	6/21/2004	121	300	51	0.17
fall	3D9.1BF1CAF08F	2004	8/15/2003	56	5/13/2004	103	272	47	0.172794118
fall	3D9.1BF1CAF0AC	2004	8/11/2003	74	4/27/2004	108	260	34	0.130769231
fall	3D9.1BF1CAF0D7	2004	8/25/2003	66	5/23/2004	88	272	22	0.080882353
