tag	age	year	LGR.smolt.date	LGR.smolt.day	route	rear.type	length	LGR.adult.date	BON.adult.date	LGR.flow	LGR.temp	CUI	CUMCUI	NPGO	ONI	PNI	PDO	SST.buoy29	press.buoy29
3D9.1BF0FC2ECA	3	2000	4/20/2000	21	I	W	116	NA	7/1/2003	105.2	10.61	19.52747253	-6132	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEA27B	3	2000	4/20/2000	21	I	W	112	5/27/2003	5/18/2003	105.2	10.61	19.52747253	-6132	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEA8C2	2	2000	4/20/2000	21	I	W	113	5/18/2002	5/6/2002	105.2	10.61	19.52747253	-6132	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEC98A	2	2000	4/20/2000	21	I	W	113	5/14/2002	5/2/2002	105.2	10.61	19.52747253	-6132	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF107DAA0	3	2000	4/20/2000	21	I	W	116	NA	6/20/2003	105.2	10.61	19.52747253	-6132	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF107E638	3	2000	4/20/2000	21	I	W	112	6/27/2003	6/5/2003	105.2	10.61	19.52747253	-6132	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF107F395	3	2000	4/20/2000	21	I	W	115	NA	5/27/2003	105.2	10.61	19.52747253	-6132	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF107F3C1	2	2000	4/20/2000	21	I	W	108	6/15/2002	5/24/2002	105.2	10.61	19.52747253	-6132	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FE9398	3	2000	4/20/2000	21	T	W	116	7/3/2003	6/17/2003	105.2	10.61	19.52747253	-6132	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FE9E88	2	2000	4/20/2000	21	T	W	118	6/15/2002	5/28/2002	105.2	10.61	19.52747253	-6132	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF107EC61	2	2000	4/20/2000	21	T	W	113	7/3/2002	6/18/2002	105.2	10.61	19.52747253	-6132	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0DD905E	2	2000	4/21/2000	22	I	W	108	6/14/2002	5/30/2002	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0E27AAF	2	2000	4/21/2000	22	I	W	113	5/9/2002	4/27/2002	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0E2EDD9	3	2000	4/21/2000	22	I	W	118	4/23/2003	4/14/2003	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0E4A3DA	2	2000	4/21/2000	22	I	W	108	6/23/2002	6/6/2002	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0E50873	3	2000	4/21/2000	22	I	W	108	6/5/2003	NA	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0E5ED1D	3	2000	4/21/2000	22	I	W	114	5/29/2003	5/13/2003	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB4859	3	2000	4/21/2000	22	I	W	112	5/10/2003	4/28/2003	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB6367	3	2000	4/21/2000	22	I	W	110	5/8/2003	4/25/2003	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FED9FA	2	2000	4/21/2000	22	I	W	106	5/12/2002	5/2/2002	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEE108	3	2000	4/21/2000	22	I	W	110	4/24/2003	4/7/2003	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEF6D6	2	2000	4/21/2000	22	I	W	106	6/19/2002	6/10/2002	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEF81C	2	2000	4/21/2000	22	I	W	121	NA	6/23/2002	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEF9E3	2	2000	4/21/2000	22	I	W	114	6/10/2002	5/28/2002	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF1092136	2	2000	4/21/2000	22	I	W	115	6/29/2002	6/17/2002	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109F3F0	3	2000	4/21/2000	22	I	W	103	4/28/2003	4/14/2003	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0DD15D0	3	2000	4/21/2000	22	T	W	116	6/14/2003	5/28/2003	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0E427C2	2	2000	4/21/2000	22	T	W	113	6/15/2002	5/30/2002	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0E4A0A5	3	2000	4/21/2000	22	T	W	117	6/29/2003	6/9/2003	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0E55DA5	2	2000	4/21/2000	22	T	W	121	7/3/2002	6/18/2002	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FAC09D	3	2000	4/21/2000	22	T	W	123	5/2/2003	4/5/2003	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FECEEE	3	2000	4/21/2000	22	T	W	115	4/13/2003	3/31/2003	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF107C160	2	2000	4/21/2000	22	T	W	117	6/21/2002	6/8/2002	104.4	11.05	19.52747253	-6145	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FE38E9	3	2000	4/22/2000	23	I	W	109	6/11/2003	5/13/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FE94B5	3	2000	4/22/2000	23	I	W	104	NA	5/25/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEEC54	3	2000	4/22/2000	23	I	W	115	6/12/2003	5/28/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF105BC53	3	2000	4/22/2000	23	I	W	103	NA	7/1/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF1061419	3	2000	4/22/2000	23	I	W	104	9/20/2003	6/25/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF107EBD0	3	2000	4/22/2000	23	I	W	98	6/21/2003	6/3/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF107EBD8	3	2000	4/22/2000	23	I	W	105	4/27/2003	4/13/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF107F2EF	3	2000	4/22/2000	23	I	W	110	4/21/2003	4/8/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF10914D7	3	2000	4/22/2000	23	I	W	106	4/28/2003	4/6/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF1091CF4	2	2000	4/22/2000	23	I	W	109	6/12/2002	5/26/2002	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF10938D1	3	2000	4/22/2000	23	I	W	110	5/1/2003	4/20/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF1094379	2	2000	4/22/2000	23	I	W	123	5/30/2002	5/12/2002	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF10944A3	3	2000	4/22/2000	23	I	W	105	NA	4/13/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF1095790	2	2000	4/22/2000	23	I	W	115	NA	5/11/2002	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF1095EAB	2	2000	4/22/2000	23	I	W	94	6/21/2002	6/10/2002	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF1095FF5	1	2000	4/22/2000	23	I	W	120	5/22/2001	5/12/2001	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109641F	3	2000	4/22/2000	23	I	W	106	4/24/2003	4/11/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109DD99	3	2000	4/22/2000	23	I	W	101	5/9/2003	4/7/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109E8F6	3	2000	4/22/2000	23	I	W	127	5/22/2003	5/11/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109EC83	3	2000	4/22/2000	23	I	W	118	7/2/2003	6/9/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109F5AA	3	2000	4/22/2000	23	I	W	119	4/21/2003	4/6/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEC2E4	3	2000	4/22/2000	23	T	W	117	7/1/2003	6/3/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF106012D	2	2000	4/22/2000	23	T	W	100	6/16/2002	6/6/2002	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF10787E8	2	2000	4/22/2000	23	T	W	112	5/10/2002	4/28/2002	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF10923AE	2	2000	4/22/2000	23	T	W	104	5/11/2002	4/25/2002	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF1094321	3	2000	4/22/2000	23	T	W	98	5/15/2003	4/27/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF1094A4B	2	2000	4/22/2000	23	T	W	120	5/23/2002	5/3/2002	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF1095056	2	2000	4/22/2000	23	T	W	97	6/25/2002	5/31/2002	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109567B	3	2000	4/22/2000	23	T	W	110	5/8/2003	4/21/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF1095C82	3	2000	4/22/2000	23	T	W	113	NA	4/16/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF1096503	3	2000	4/22/2000	23	T	W	116	6/25/2003	6/8/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109F05A	3	2000	4/22/2000	23	T	W	108	5/16/2003	4/6/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109F166	3	2000	4/22/2000	23	T	W	120	6/28/2003	6/10/2003	111.2	10.67	19.52747253	-6149	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FAA5B5	2	2000	4/23/2000	24	I	W	122	7/1/2002	6/19/2002	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FAAC24	2	2000	4/23/2000	24	I	W	107	5/11/2002	4/26/2002	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FAB35B	3	2000	4/23/2000	24	I	W	115	6/6/2003	4/30/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FAB588	2	2000	4/23/2000	24	I	W	113	6/4/2002	5/17/2002	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FAC29A	2	2000	4/23/2000	24	I	W	117	5/20/2002	5/8/2002	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FAD773	2	2000	4/23/2000	24	I	W	117	5/15/2002	5/2/2002	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB4735	3	2000	4/23/2000	24	I	W	117	5/27/2003	5/14/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB4D82	3	2000	4/23/2000	24	I	W	116	NA	5/19/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB50F2	3	2000	4/23/2000	24	I	W	109	4/28/2003	4/15/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB567A	3	2000	4/23/2000	24	I	W	106	NA	5/21/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB5AAD	2	2000	4/23/2000	24	I	W	100	5/14/2002	4/30/2002	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB6591	3	2000	4/23/2000	24	I	W	105	5/22/2003	5/2/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB662F	2	2000	4/23/2000	24	I	W	106	NA	5/28/2002	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB6F7E	3	2000	4/23/2000	24	I	W	117	6/25/2003	5/26/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FE7104	3	2000	4/23/2000	24	I	W	108	4/27/2003	4/16/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FE8ACE	3	2000	4/23/2000	24	I	W	119	NA	5/30/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FE93B1	2	2000	4/23/2000	24	I	W	120	5/8/2002	NA	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEB830	3	2000	4/23/2000	24	I	W	97	7/23/2003	6/7/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEB832	2	2000	4/23/2000	24	I	W	121	5/27/2002	5/17/2002	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEC028	3	2000	4/23/2000	24	I	W	115	4/26/2003	4/9/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEC1D1	2	2000	4/23/2000	24	I	W	106	NA	6/8/2002	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEEA75	3	2000	4/23/2000	24	I	W	109	NA	5/25/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEEEC9	3	2000	4/23/2000	24	I	W	105	NA	4/23/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF105EE45	3	2000	4/23/2000	24	I	W	110	5/15/2003	4/21/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF105F0EC	2	2000	4/23/2000	24	I	W	95	6/21/2002	6/4/2002	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF1060D74	1	2000	4/23/2000	24	I	W	114	6/12/2001	6/3/2001	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF10610E9	3	2000	4/23/2000	24	I	W	102	5/8/2003	4/15/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF107DE78	2	2000	4/23/2000	24	I	W	106	6/6/2002	5/24/2002	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF1089D41	3	2000	4/23/2000	24	I	W	111	5/11/2003	4/22/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF1092CDA	3	2000	4/23/2000	24	I	W	104	6/16/2003	6/1/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF10948F0	2	2000	4/23/2000	24	I	W	109	6/8/2002	5/23/2002	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF1094AB6	2	2000	4/23/2000	24	I	W	111	NA	5/10/2002	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109DE40	2	2000	4/23/2000	24	I	W	116	NA	6/23/2002	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109E0E7	3	2000	4/23/2000	24	I	W	104	NA	6/23/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FAB6D5	2	2000	4/23/2000	24	T	W	114	6/22/2002	NA	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FABDA1	2	2000	4/23/2000	24	T	W	109	6/9/2002	5/28/2002	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB4ADA	3	2000	4/23/2000	24	T	W	115	6/9/2003	5/19/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB4AF6	3	2000	4/23/2000	24	T	W	121	NA	5/21/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEE9F8	3	2000	4/23/2000	24	T	W	117	5/30/2003	5/14/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEF854	3	2000	4/23/2000	24	T	W	105	6/30/2003	6/9/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF107EABA	3	2000	4/23/2000	24	T	W	104	6/29/2003	6/3/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109229C	2	2000	4/23/2000	24	T	W	97	6/23/2002	6/3/2002	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109CBF2	3	2000	4/23/2000	24	T	W	114	4/18/2003	4/4/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109DF48	2	2000	4/23/2000	24	T	W	115	6/22/2002	6/12/2002	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109EEC7	3	2000	4/23/2000	24	T	W	110	5/10/2003	4/23/2003	115.4	10.71	19.52747253	-6161	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FE8E27	3	2000	4/25/2000	26	I	W	122	5/16/2003	5/2/2003	102.5	9.88	19.52747253	-6303	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FECBB7	3	2000	4/25/2000	26	I	W	113	NA	3/31/2003	102.5	9.88	19.52747253	-6303	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FED11C	3	2000	4/25/2000	26	I	W	117	6/10/2003	5/22/2003	102.5	9.88	19.52747253	-6303	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEF085	3	2000	4/25/2000	26	I	W	112	NA	6/18/2003	102.5	9.88	19.52747253	-6303	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109CCA4	2	2000	4/25/2000	26	I	W	115	5/7/2002	4/24/2002	102.5	9.88	19.52747253	-6303	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB5848	2	2000	4/25/2000	26	T	W	110	5/16/2002	4/29/2002	102.5	9.88	19.52747253	-6303	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB6908	3	2000	4/25/2000	26	T	W	122	4/20/2003	3/31/2003	102.5	9.88	19.52747253	-6303	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FE916C	3	2000	4/25/2000	26	T	W	113	6/24/2003	5/20/2003	102.5	9.88	19.52747253	-6303	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FED1AD	3	2000	4/25/2000	26	T	W	118	6/10/2003	5/19/2003	102.5	9.88	19.52747253	-6303	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEF57C	2	2000	4/25/2000	26	T	W	116	5/7/2002	NA	102.5	9.88	19.52747253	-6303	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEFCFA	3	2000	4/25/2000	26	T	W	123	4/20/2003	4/3/2003	102.5	9.88	19.52747253	-6303	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF1060FD5	2	2000	4/25/2000	26	T	W	117	5/8/2002	4/27/2002	102.5	9.88	19.52747253	-6303	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109E679	1	2000	4/25/2000	26	T	W	121	7/1/2001	6/22/2001	102.5	9.88	19.52747253	-6303	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FAB34C	2	2000	4/26/2000	27	I	W	105	5/25/2002	5/11/2002	98.2	10.23	19.52747253	-6390	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FACBE9	3	2000	4/26/2000	27	I	W	103	5/24/2003	5/3/2003	98.2	10.23	19.52747253	-6390	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB47FB	3	2000	4/26/2000	27	I	W	113	5/10/2003	4/21/2003	98.2	10.23	19.52747253	-6390	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB4AA8	3	2000	4/26/2000	27	I	W	117	5/27/2003	5/11/2003	98.2	10.23	19.52747253	-6390	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FC49C3	3	2000	4/26/2000	27	I	W	108	6/4/2003	5/12/2003	98.2	10.23	19.52747253	-6390	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FE934A	3	2000	4/26/2000	27	I	W	107	6/5/2003	5/14/2003	98.2	10.23	19.52747253	-6390	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEE2BE	2	2000	4/26/2000	27	I	W	107	7/5/2002	6/24/2002	98.2	10.23	19.52747253	-6390	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEE57D	3	2000	4/26/2000	27	I	W	115	5/22/2003	5/7/2003	98.2	10.23	19.52747253	-6390	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF109E8D3	3	2000	4/26/2000	27	I	W	114	5/4/2003	4/21/2003	98.2	10.23	19.52747253	-6390	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF10A00CC	3	2000	4/26/2000	27	I	W	113	6/23/2003	6/13/2003	98.2	10.23	19.52747253	-6390	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF10A04C7	3	2000	4/26/2000	27	I	W	104	7/20/2003	6/3/2003	98.2	10.23	19.52747253	-6390	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEC64C	3	2000	4/26/2000	27	T	W	120	6/22/2003	6/9/2003	98.2	10.23	19.52747253	-6390	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEF04A	3	2000	4/26/2000	27	T	W	116	5/14/2003	4/12/2003	98.2	10.23	19.52747253	-6390	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEF10D	2	2000	4/26/2000	27	T	W	115	NA	4/30/2002	98.2	10.23	19.52747253	-6390	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEFFD3	3	2000	4/26/2000	27	T	W	114	6/9/2003	5/19/2003	98.2	10.23	19.52747253	-6390	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF10A077A	3	2000	4/26/2000	27	T	W	111	6/17/2003	6/5/2003	98.2	10.23	19.52747253	-6390	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FAAFE5	1	2000	4/27/2000	28	I	W	114	6/30/2001	6/17/2001	90.4	10.05	19.52747253	-6502	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FAB72C	2	2000	4/27/2000	28	I	W	118	6/4/2002	5/16/2002	90.4	10.05	19.52747253	-6502	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FABE1F	1	2000	4/27/2000	28	I	W	114	7/1/2001	6/20/2001	90.4	10.05	19.52747253	-6502	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FACBEB	3	2000	4/27/2000	28	I	W	116	5/15/2003	5/4/2003	90.4	10.05	19.52747253	-6502	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FAD776	3	2000	4/27/2000	28	I	W	108	NA	4/22/2003	90.4	10.05	19.52747253	-6502	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB453A	3	2000	4/27/2000	28	I	W	108	NA	5/29/2003	90.4	10.05	19.52747253	-6502	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB53B4	3	2000	4/27/2000	28	I	W	96	6/10/2003	5/17/2003	90.4	10.05	19.52747253	-6502	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB585A	3	2000	4/27/2000	28	I	W	103	6/14/2003	5/31/2003	90.4	10.05	19.52747253	-6502	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB5DDB	3	2000	4/27/2000	28	I	W	118	6/11/2003	5/21/2003	90.4	10.05	19.52747253	-6502	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB63A2	2	2000	4/27/2000	28	I	W	98	5/31/2002	5/19/2002	90.4	10.05	19.52747253	-6502	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FB678C	2	2000	4/27/2000	28	I	W	120	5/19/2002	5/4/2002	90.4	10.05	19.52747253	-6502	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEB06E	3	2000	4/27/2000	28	I	W	118	4/29/2003	4/20/2003	90.4	10.05	19.52747253	-6502	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEBE3E	2	2000	4/27/2000	28	I	W	117	5/12/2002	4/30/2002	90.4	10.05	19.52747253	-6502	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEE611	3	2000	4/27/2000	28	I	W	114	5/22/2003	5/5/2003	90.4	10.05	19.52747253	-6502	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF0FEF120	2	2000	4/27/2000	28	I	W	108	7/13/2002	6/19/2002	90.4	10.05	19.52747253	-6502	2.36	-0.9	0.44	-0.71	NA	NA
3D9.1BF105B613	3	2000	4/27/2000	28	I	W	119	6/4/2003	5/18/2003	90.4	10.05	19.52747253	-6502	2.36	-0.9	0.44	-0.71	NA	NA
