tag	age	year	LGR.smolt.date	LGR.smolt.day	route	rear.type	length	LGR.adult.date	BON.adult.date	LGR.flow	LGR.temp	CUI	CUMCUI	NPGO	ONI	PNI	PDO	SST.buoy29	press.buoy29
510005030A	2	1998	4/7/1998	7	I	W	105	7/4/2000	NA	68.7	8.78	29.20879121	-10064	0.52	0.9	0.33	-0.07	NA	NA
5105721C62	3	1998	4/7/1998	7	I	W	110	5/19/2001	4/23/2001	68.7	8.78	29.20879121	-10064	0.52	0.9	0.33	-0.07	NA	NA
51057C462B	3	1998	4/7/1998	7	I	W	105	6/17/2001	NA	68.7	8.78	29.20879121	-10064	0.52	0.9	0.33	-0.07	NA	NA
510A4E3755	3	1998	4/7/1998	7	I	W	103	5/25/2001	5/11/2001	68.7	8.78	29.20879121	-10064	0.52	0.9	0.33	-0.07	NA	NA
510A511712	2	1998	4/7/1998	7	I	W	107	5/9/2000	NA	68.7	8.78	29.20879121	-10064	0.52	0.9	0.33	-0.07	NA	NA
510C0A3A6C	2	1998	4/7/1998	7	I	W	116	4/30/2000	NA	68.7	8.78	29.20879121	-10064	0.52	0.9	0.33	-0.07	NA	NA
510C0A7D18	2	1998	4/7/1998	7	I	W	116	4/29/2000	NA	68.7	8.78	29.20879121	-10064	0.52	0.9	0.33	-0.07	NA	NA
510C0C4A03	2	1998	4/7/1998	7	I	W	109	5/12/2000	NA	68.7	8.78	29.20879121	-10064	0.52	0.9	0.33	-0.07	NA	NA
510C172C1F	2	1998	4/7/1998	7	I	W	108	6/5/2000	NA	68.7	8.78	29.20879121	-10064	0.52	0.9	0.33	-0.07	NA	NA
510C1D6F41	2	1998	4/7/1998	7	I	W	113	6/9/2000	NA	68.7	8.78	29.20879121	-10064	0.52	0.9	0.33	-0.07	NA	NA
5105651D52	2	1998	4/8/1998	8	I	W	114	5/9/2000	NA	63	9.13	29.20879121	-10067	0.52	0.9	0.33	-0.07	NA	NA
5.12E+84	2	1998	4/8/1998	8	I	W	108	6/10/2000	NA	63	9.13	29.20879121	-10067	0.52	0.9	0.33	-0.07	NA	NA
51075E3840	2	1998	4/9/1998	9	I	W	109	6/7/2000	NA	61.3	9.48	29.20879121	-10073	0.52	0.9	0.33	-0.07	NA	NA
5109435369	2	1998	4/9/1998	9	I	W	116	6/26/2000	NA	61.3	9.48	29.20879121	-10073	0.52	0.9	0.33	-0.07	NA	NA
510A4A3812	2	1998	4/9/1998	9	I	W	103	6/24/2000	NA	61.3	9.48	29.20879121	-10073	0.52	0.9	0.33	-0.07	NA	NA
51160A3166	2	1998	4/9/1998	9	T	W	123	6/28/2000	NA	61.3	9.48	29.20879121	-10073	0.52	0.9	0.33	-0.07	NA	NA
5116180033	2	1998	4/9/1998	9	T	W	105	5/4/2000	NA	61.3	9.48	29.20879121	-10073	0.52	0.9	0.33	-0.07	NA	NA
510001382A	2	1998	4/10/1998	10	I	W	115	6/25/2000	NA	60.2	9.62	29.20879121	-10097	0.52	0.9	0.33	-0.07	NA	NA
510C131032	2	1998	4/10/1998	10	I	W	107	5/17/2000	NA	60.2	9.62	29.20879121	-10097	0.52	0.9	0.33	-0.07	NA	NA
511125204B	2	1998	4/10/1998	10	I	W	123	5/8/2000	NA	60.2	9.62	29.20879121	-10097	0.52	0.9	0.33	-0.07	NA	NA
5116442648	2	1998	4/11/1998	11	I	W	120	6/14/2000	NA	60.7	9.4	29.20879121	-10103	0.52	0.9	0.33	-0.07	NA	NA
510564632A	2	1998	4/11/1998	11	T	W	115	4/30/2000	NA	60.7	9.4	29.20879121	-10103	0.52	0.9	0.33	-0.07	NA	NA
51056A4236	2	1998	4/11/1998	11	T	W	103	5/2/2000	NA	60.7	9.4	29.20879121	-10103	0.52	0.9	0.33	-0.07	NA	NA
5105780549	2	1998	4/11/1998	11	T	W	116	6/13/2000	NA	60.7	9.4	29.20879121	-10103	0.52	0.9	0.33	-0.07	NA	NA
510612626B	1	1998	4/11/1998	11	T	W	116	5/25/1999	NA	60.7	9.4	29.20879121	-10103	0.52	0.9	0.33	-0.07	NA	NA
5109403360	2	1998	4/11/1998	11	T	W	105	4/27/2000	NA	60.7	9.4	29.20879121	-10103	0.52	0.9	0.33	-0.07	NA	NA
510A541A75	2	1998	4/11/1998	11	T	W	106	6/10/2000	NA	60.7	9.4	29.20879121	-10103	0.52	0.9	0.33	-0.07	NA	NA
510C356573	3	1998	4/11/1998	11	T	W	116	5/29/2001	5/12/2001	60.7	9.4	29.20879121	-10103	0.52	0.9	0.33	-0.07	NA	NA
5111225509	3	1998	4/11/1998	11	T	W	118	4/25/2001	NA	60.7	9.4	29.20879121	-10103	0.52	0.9	0.33	-0.07	NA	NA
5116346B54	2	1998	4/11/1998	11	T	W	113	5/26/2000	NA	60.7	9.4	29.20879121	-10103	0.52	0.9	0.33	-0.07	NA	NA
51056E4C52	3	1998	4/12/1998	12	I	W	119	5/1/2001	NA	58.4	9.44	29.20879121	-10159	0.52	0.9	0.33	-0.07	NA	NA
51093D3F69	3	1998	4/12/1998	12	I	W	122	5/30/2001	5/15/2001	58.4	9.44	29.20879121	-10159	0.52	0.9	0.33	-0.07	NA	NA
510C07675B	2	1998	4/12/1998	12	I	W	116	5/8/2000	NA	58.4	9.44	29.20879121	-10159	0.52	0.9	0.33	-0.07	NA	NA
510F136728	2	1998	4/12/1998	12	I	W	123	5/5/2000	NA	58.4	9.44	29.20879121	-10159	0.52	0.9	0.33	-0.07	NA	NA
5107554C7A	2	1998	4/13/1998	13	I	W	118	6/7/2000	NA	58.4	9.68	29.20879121	-10161	0.52	0.9	0.33	-0.07	NA	NA
510C3E3550	2	1998	4/13/1998	13	I	W	120	6/18/2000	NA	58.4	9.68	29.20879121	-10161	0.52	0.9	0.33	-0.07	NA	NA
510C487A13	3	1998	4/13/1998	13	I	W	123	6/11/2001	NA	58.4	9.68	29.20879121	-10161	0.52	0.9	0.33	-0.07	NA	NA
5112145033	2	1998	4/13/1998	13	I	W	119	7/1/2000	NA	58.4	9.68	29.20879121	-10161	0.52	0.9	0.33	-0.07	NA	NA
5119387E0D	2	1998	4/13/1998	13	I	W	108	5/11/2000	NA	58.4	9.68	29.20879121	-10161	0.52	0.9	0.33	-0.07	NA	NA
511B7B2C5B	2	1998	4/13/1998	13	I	W	119	4/28/2000	NA	58.4	9.68	29.20879121	-10161	0.52	0.9	0.33	-0.07	NA	NA
511B7F4C2D	2	1998	4/13/1998	13	I	W	118	6/19/2000	NA	58.4	9.68	29.20879121	-10161	0.52	0.9	0.33	-0.07	NA	NA
5100026A6A	2	1998	4/13/1998	13	T	W	119	5/1/2000	NA	58.4	9.68	29.20879121	-10161	0.52	0.9	0.33	-0.07	NA	NA
5106765B09	1	1998	4/13/1998	13	T	W	121	7/7/1999	NA	58.4	9.68	29.20879121	-10161	0.52	0.9	0.33	-0.07	NA	NA
510A51555F	2	1998	4/13/1998	13	T	W	NA	6/10/2000	5/27/2000	58.4	9.68	29.20879121	-10161	0.52	0.9	0.33	-0.07	NA	NA
510C182C37	3	1998	4/13/1998	13	T	W	115	4/25/2001	4/12/2001	58.4	9.68	29.20879121	-10161	0.52	0.9	0.33	-0.07	NA	NA
5111253B64	3	1998	4/13/1998	13	T	W	115	4/26/2001	4/10/2001	58.4	9.68	29.20879121	-10161	0.52	0.9	0.33	-0.07	NA	NA
51112B5150	2	1998	4/13/1998	13	T	W	109	4/29/2000	NA	58.4	9.68	29.20879121	-10161	0.52	0.9	0.33	-0.07	NA	NA
51117A4852	2	1998	4/13/1998	13	T	W	97	6/12/2000	NA	58.4	9.68	29.20879121	-10161	0.52	0.9	0.33	-0.07	NA	NA
511B1C677A	2	1998	4/14/1998	14	I	W	116	5/16/2000	NA	55.5	9.76	29.20879121	-10143	0.52	0.9	0.33	-0.07	NA	NA
511B1E6529	2	1998	4/14/1998	14	I	W	116	6/6/2000	NA	55.5	9.76	29.20879121	-10143	0.52	0.9	0.33	-0.07	NA	NA
511B5C2D10	3	1998	4/14/1998	14	I	W	123	6/4/2001	NA	55.5	9.76	29.20879121	-10143	0.52	0.9	0.33	-0.07	NA	NA
511C032960	1	1998	4/14/1998	14	I	W	109	7/11/1999	NA	55.5	9.76	29.20879121	-10143	0.52	0.9	0.33	-0.07	NA	NA
5119446440	2	1998	4/15/1998	15	I	W	115	5/26/2000	NA	57.3	9.65	29.20879121	-10128	0.52	0.9	0.33	-0.07	NA	NA
511B27744C	3	1998	4/15/1998	15	I	W	113	5/28/2001	NA	57.3	9.65	29.20879121	-10128	0.52	0.9	0.33	-0.07	NA	NA
511B585B36	2	1998	4/15/1998	15	I	W	119	6/5/2000	NA	57.3	9.65	29.20879121	-10128	0.52	0.9	0.33	-0.07	NA	NA
511C09127C	3	1998	4/15/1998	15	I	W	105	5/30/2001	5/8/2001	57.3	9.65	29.20879121	-10128	0.52	0.9	0.33	-0.07	NA	NA
511C6D5168	3	1998	4/15/1998	15	T	W	105	4/25/2001	NA	57.3	9.65	29.20879121	-10128	0.52	0.9	0.33	-0.07	NA	NA
5.11E+28	3	1998	4/16/1998	16	I	W	101	6/8/2001	NA	55.8	9.45	29.20879121	-10126	0.52	0.9	0.33	-0.07	NA	NA
511C086D27	3	1998	4/16/1998	16	I	W	116	6/2/2001	NA	55.8	9.45	29.20879121	-10126	0.52	0.9	0.33	-0.07	NA	NA
511B506F06	2	1998	4/17/1998	17	T	W	114	7/1/2000	NA	55.4	9.37	29.20879121	-10130	0.52	0.9	0.33	-0.07	NA	NA
5113432C7D	2	1998	4/18/1998	18	I	W	122	6/4/2000	NA	53.5	9.69	29.20879121	-10139	0.52	0.9	0.33	-0.07	NA	NA
51134B3626	2	1998	4/18/1998	18	I	W	118	5/1/2000	NA	53.5	9.69	29.20879121	-10139	0.52	0.9	0.33	-0.07	NA	NA
51166C1E33	2	1998	4/18/1998	18	I	W	114	5/13/2000	4/28/2000	53.5	9.69	29.20879121	-10139	0.52	0.9	0.33	-0.07	NA	NA
510C6D1D6B	2	1998	4/19/1998	19	I	W	115	5/2/2000	NA	52.8	9.56	29.20879121	-10104	0.52	0.9	0.33	-0.07	NA	NA
510C77250C	1	1998	4/19/1998	19	T	W	120	6/17/1999	NA	52.8	9.56	29.20879121	-10104	0.52	0.9	0.33	-0.07	NA	NA
510C796549	2	1998	4/19/1998	19	T	W	106	5/5/2000	4/22/2000	52.8	9.56	29.20879121	-10104	0.52	0.9	0.33	-0.07	NA	NA
5.11E+65	2	1998	4/19/1998	19	T	W	119	6/23/2000	NA	52.8	9.56	29.20879121	-10104	0.52	0.9	0.33	-0.07	NA	NA
511A7F1A60	2	1998	4/19/1998	19	T	W	117	4/24/2000	NA	52.8	9.56	29.20879121	-10104	0.52	0.9	0.33	-0.07	NA	NA
510A497B0F	2	1998	4/20/1998	20	I	W	115	5/20/2000	NA	58.2	10.24	29.20879121	-10108	0.52	0.9	0.33	-0.07	NA	NA
510E372334	2	1998	4/20/1998	20	I	W	114	7/3/2000	NA	58.2	10.24	29.20879121	-10108	0.52	0.9	0.33	-0.07	NA	NA
5107587F5F	1	1998	4/21/1998	21	T	W	118	7/15/1999	NA	64.7	10.7	29.20879121	-10051	0.52	0.9	0.33	-0.07	NA	NA
510A49581B	2	1998	4/21/1998	21	T	W	121	5/6/2000	NA	64.7	10.7	29.20879121	-10051	0.52	0.9	0.33	-0.07	NA	NA
510C134950	2	1998	4/23/1998	23	I	W	119	5/25/2000	NA	71.4	10.8	29.20879121	-9875	0.52	0.9	0.33	-0.07	NA	NA
510E281139	1	1998	4/23/1998	23	T	W	117	5/22/1999	NA	71.4	10.8	29.20879121	-9875	0.52	0.9	0.33	-0.07	NA	NA
51133B0D10	2	1998	4/25/1998	25	T	W	114	5/1/2000	NA	98.6	11.4	29.20879121	-9861	0.52	0.9	0.33	-0.07	NA	NA
511800021D	2	1998	4/27/1998	27	I	W	117	5/7/2000	NA	84.1	10.56	29.20879121	-9802	0.52	0.9	0.33	-0.07	NA	NA
510C186408	2	1998	4/27/1998	27	T	W	114	5/1/2000	NA	84.1	10.56	29.20879121	-9802	0.52	0.9	0.33	-0.07	NA	NA
504C515911	2	1998	4/29/1998	29	T	W	109	5/8/2000	NA	83.6	10.86	29.20879121	-9741	0.52	0.9	0.33	-0.07	NA	NA
510B2C5811	2	1998	4/29/1998	29	T	W	113	5/10/2000	NA	83.6	10.86	29.20879121	-9741	0.52	0.9	0.33	-0.07	NA	NA
510B08580A	3	1998	5/2/1998	32	I	W	109	4/17/2001	NA	102.2	12.41	29.20879121	-9721	0.27	0.4	0.33	-0.07	NA	NA
510D7B4F3B	2	1998	5/2/1998	32	I	W	113	6/21/2000	6/8/2000	102.2	12.41	29.20879121	-9721	0.27	0.4	0.33	-0.07	NA	NA
504C422E07	2	1998	5/2/1998	32	T	W	122	5/9/2000	NA	102.2	12.41	29.20879121	-9721	0.27	0.4	0.33	-0.07	NA	NA
507F10620E	3	1998	5/7/1998	37	I	W	106	4/17/2001	NA	126.6	12.39	29.20879121	-9563	0.27	0.4	0.33	-0.07	12.85	1019.2
507F484D1C	2	1998	5/7/1998	37	I	W	106	4/30/2000	NA	126.6	12.39	29.20879121	-9563	0.27	0.4	0.33	-0.07	12.85	1019.2
51131A5B3A	3	1998	5/8/1998	38	T	W	122	4/28/2001	NA	128.9	12.36	29.20879121	-9502	0.27	0.4	0.33	-0.07	12.6	1016.9
511945273A	2	1998	5/10/1998	40	T	W	122	5/6/2000	4/19/2000	129.8	12.03	29.20879121	-9449	0.27	0.4	0.33	-0.07	12.55	1017.8
511C584D29	3	1998	5/12/1998	42	I	W	116	4/14/2001	NA	122.5	12.48	29.20879121	-9370	0.27	0.4	0.33	-0.07	12.58	1006.5
51210F511E	2	1999	3/31/1999	0	I	W	101	5/8/2001	NA	95.5	6.99	32.49438202	-12723	1.97	-1	-0.53	-1.02	8.93	1009.8
5104272206	2	1999	4/1/1999	1	I	W	105	5/5/2001	NA	85.2	6.89	32.49438202	-12630	1.64	-0.9	-0.53	-1.02	9.01	1019.5
5.12E+34	2	1999	4/2/1999	2	I	W	116	5/26/2001	NA	86.3	7.21	32.49438202	-12531	1.64	-0.9	-0.53	-1.02	9.09	1019.6
511C050908	2	1999	4/2/1999	2	I	W	106	NA	4/11/2001	86.3	7.21	32.49438202	-12531	1.64	-0.9	-0.53	-1.02	9.09	1019.6
51193F7717	2	1999	4/2/1999	2	T	W	116	5/12/2001	NA	86.3	7.21	32.49438202	-12531	1.64	-0.9	-0.53	-1.02	9.09	1019.6
511B2A347A	2	1999	4/3/1999	3	I	W	119	4/28/2001	NA	89.2	7.25	32.49438202	NA	1.64	-0.9	-0.53	-1.02	8.76	1015
511C603464	2	1999	4/3/1999	3	I	W	114	6/22/2001	NA	89.2	7.25	32.49438202	NA	1.64	-0.9	-0.53	-1.02	8.76	1015
5119337A33	2	1999	4/4/1999	4	I	W	99	7/4/2001	6/20/2001	83.34	7.41	32.49438202	NA	1.64	-0.9	-0.53	-1.02	8.69	1016.7
511A471610	2	1999	4/6/1999	6	I	W	117	4/18/2001	NA	76.9	7.86	32.49438202	-12542	1.64	-0.9	-0.53	-1.02	8.82	1017.5
5119443750	1	1999	4/8/1999	8	I	W	116	5/21/2000	NA	74.5	8.01	32.49438202	-12502	1.64	-0.9	-0.53	-1.02	8.74	1011.9
511C2E651D	2	1999	4/8/1999	8	I	W	99	4/26/2001	NA	74.5	8.01	32.49438202	-12502	1.64	-0.9	-0.53	-1.02	8.74	1011.9
511E533B50	3	1999	4/8/1999	8	I	W	114	10/13/2002	6/20/2002	74.5	8.01	32.49438202	-12502	1.64	-0.9	-0.53	-1.02	8.74	1011.9
51193F4370	2	1999	4/8/1999	8	T	W	106	5/12/2001	4/21/2001	74.5	8.01	32.49438202	-12502	1.64	-0.9	-0.53	-1.02	8.74	1011.9
511A3F5129	2	1999	4/9/1999	9	I	W	117	6/24/2001	NA	75	8.08	32.49438202	-12648	1.64	-0.9	-0.53	-1.02	8.75	1020.5
511E507D74	3	1999	4/10/1999	10	I	W	103	4/30/2002	NA	76.4	8.3	32.49438202	-12665	1.64	-0.9	-0.53	-1.02	8.67	1011.6
5121102B2C	2	1999	4/10/1999	10	T	W	106	6/3/2001	NA	76.4	8.3	32.49438202	-12665	1.64	-0.9	-0.53	-1.02	8.67	1011.6
511971245A	2	1999	4/13/1999	13	I	W	108	6/6/2001	NA	79.6	8.24	32.49438202	-12463	1.64	-0.9	-0.53	-1.02	9.09	1032.5
511A436115	2	1999	4/14/1999	14	I	W	115	NA	5/24/2001	81.7	8.61	32.49438202	-12392	1.64	-0.9	-0.53	-1.02	9.09	1035.4
511E59216C	2	1999	4/14/1999	14	T	W	117	5/12/2001	4/25/2001	81.7	8.61	32.49438202	-12392	1.64	-0.9	-0.53	-1.02	9.09	1035.4
5119647E5B	2	1999	4/16/1999	16	T	W	121	6/9/2001	NA	83.2	9.43	32.49438202	-12470	1.64	-0.9	-0.53	-1.02	9.71	1015.2
511A705B12	2	1999	4/16/1999	16	T	W	119	5/20/2001	NA	83.2	9.43	32.49438202	-12470	1.64	-0.9	-0.53	-1.02	9.71	1015.2
5270486B7D	3	1999	4/18/1999	18	T	W	94	5/7/2002	NA	91	9.69	32.49438202	-12447	1.64	-0.9	-0.53	-1.02	10.08	1023.6
526D095D4F	2	1999	4/20/1999	20	I	W	95	5/30/2001	5/19/2001	118.7	9.96	32.49438202	-12430	1.64	-0.9	-0.53	-1.02	9.9	1024.3
52716B6A5E	2	1999	4/20/1999	20	I	W	103	4/26/2001	NA	118.7	9.96	32.49438202	-12430	1.64	-0.9	-0.53	-1.02	9.9	1024.3
52773E1016	2	1999	4/20/1999	20	I	W	109	6/3/2001	NA	118.7	9.96	32.49438202	-12430	1.64	-0.9	-0.53	-1.02	9.9	1024.3
52720E6172	2	1999	4/20/1999	20	T	W	114	4/26/2001	NA	118.7	9.96	32.49438202	-12430	1.64	-0.9	-0.53	-1.02	9.9	1024.3
511E22131B	2	1999	4/21/1999	21	I	W	112	6/12/2001	NA	126.3	9.85	32.49438202	-12351	1.64	-0.9	-0.53	-1.02	9.88	1020
51200D6D3C	2	1999	4/21/1999	21	I	W	97	5/12/2001	NA	126.3	9.85	32.49438202	-12351	1.64	-0.9	-0.53	-1.02	9.88	1020
51195E6125	2	1999	4/22/1999	22	I	W	120	5/8/2001	4/20/2001	122.4	9.49	32.49438202	-12233	1.64	-0.9	-0.53	-1.02	9.89	1023.9
526A293305	2	1999	4/22/1999	22	I	W	114	6/14/2001	6/1/2001	122.4	9.49	32.49438202	-12233	1.64	-0.9	-0.53	-1.02	9.89	1023.9
526B5D0407	2	1999	4/22/1999	22	I	W	120	5/21/2001	NA	122.4	9.49	32.49438202	-12233	1.64	-0.9	-0.53	-1.02	9.89	1023.9
52703D433A	1	1999	4/22/1999	22	I	W	114	5/21/2000	NA	122.4	9.49	32.49438202	-12233	1.64	-0.9	-0.53	-1.02	9.89	1023.9
52703D6868	3	1999	4/22/1999	22	I	W	99	5/10/2002	NA	122.4	9.49	32.49438202	-12233	1.64	-0.9	-0.53	-1.02	9.89	1023.9
52717F042C	2	1999	4/22/1999	22	T	W	117	6/27/2001	NA	122.4	9.49	32.49438202	-12233	1.64	-0.9	-0.53	-1.02	9.89	1023.9
511B23593C	2	1999	4/23/1999	23	I	W	115	6/19/2001	NA	118.7	9.34	32.49438202	-12126	1.64	-0.9	-0.53	-1.02	10.26	1026.8
51200E4429	2	1999	4/23/1999	23	I	W	106	5/26/2001	NA	118.7	9.34	32.49438202	-12126	1.64	-0.9	-0.53	-1.02	10.26	1026.8
526A486C2B	2	1999	4/23/1999	23	I	W	102	6/7/2001	NA	118.7	9.34	32.49438202	-12126	1.64	-0.9	-0.53	-1.02	10.26	1026.8
526B5D364E	2	1999	4/23/1999	23	I	W	102	4/28/2001	NA	118.7	9.34	32.49438202	-12126	1.64	-0.9	-0.53	-1.02	10.26	1026.8
52700E7755	2	1999	4/23/1999	23	I	W	107	5/23/2001	NA	118.7	9.34	32.49438202	-12126	1.64	-0.9	-0.53	-1.02	10.26	1026.8
5270461F5F	2	1999	4/23/1999	23	I	W	119	6/5/2001	NA	118.7	9.34	32.49438202	-12126	1.64	-0.9	-0.53	-1.02	10.26	1026.8
5271697201	2	1999	4/23/1999	23	I	W	105	5/13/2001	NA	118.7	9.34	32.49438202	-12126	1.64	-0.9	-0.53	-1.02	10.26	1026.8
52720F5B69	3	1999	4/23/1999	23	I	W	110	5/22/2002	NA	118.7	9.34	32.49438202	-12126	1.64	-0.9	-0.53	-1.02	10.26	1026.8
511E45215B	2	1999	4/23/1999	23	T	W	120	6/25/2001	6/3/2001	118.7	9.34	32.49438202	-12126	1.64	-0.9	-0.53	-1.02	10.26	1026.8
526C02384C	2	1999	4/23/1999	23	T	W	114	6/22/2001	NA	118.7	9.34	32.49438202	-12126	1.64	-0.9	-0.53	-1.02	10.26	1026.8
527840646B	3	1999	4/23/1999	23	T	W	98	6/11/2002	NA	118.7	9.34	32.49438202	-12126	1.64	-0.9	-0.53	-1.02	10.26	1026.8
525F713211	2	1999	4/24/1999	24	I	W	117	4/28/2001	4/14/2001	103.9	9.8	32.49438202	-12080	1.64	-0.9	-0.53	-1.02	10.66	1018.5
5261544F11	2	1999	4/24/1999	24	I	W	105	6/1/2001	NA	103.9	9.8	32.49438202	-12080	1.64	-0.9	-0.53	-1.02	10.66	1018.5
5262064A51	2	1999	4/24/1999	24	I	W	113	6/23/2001	NA	103.9	9.8	32.49438202	-12080	1.64	-0.9	-0.53	-1.02	10.66	1018.5
526A1E1A67	3	1999	4/24/1999	24	I	W	99	6/15/2002	NA	103.9	9.8	32.49438202	-12080	1.64	-0.9	-0.53	-1.02	10.66	1018.5
526B580F4E	2	1999	4/24/1999	24	I	W	113	5/12/2001	NA	103.9	9.8	32.49438202	-12080	1.64	-0.9	-0.53	-1.02	10.66	1018.5
526E5B1D4F	2	1999	4/24/1999	24	I	W	99	5/8/2001	NA	103.9	9.8	32.49438202	-12080	1.64	-0.9	-0.53	-1.02	10.66	1018.5
5274646731	2	1999	4/24/1999	24	I	W	112	7/27/2001	7/2/2001	103.9	9.8	32.49438202	-12080	1.64	-0.9	-0.53	-1.02	10.66	1018.5
5261206B1E	2	1999	4/24/1999	24	T	W	106	NA	4/14/2001	103.9	9.8	32.49438202	-12080	1.64	-0.9	-0.53	-1.02	10.66	1018.5
5261270A38	2	1999	4/24/1999	24	T	W	112	NA	5/25/2001	103.9	9.8	32.49438202	-12080	1.64	-0.9	-0.53	-1.02	10.66	1018.5
526B7B5B37	2	1999	4/24/1999	24	T	W	100	4/19/2001	NA	103.9	9.8	32.49438202	-12080	1.64	-0.9	-0.53	-1.02	10.66	1018.5
526C605061	2	1999	4/24/1999	24	T	W	119	NA	5/26/2001	103.9	9.8	32.49438202	-12080	1.64	-0.9	-0.53	-1.02	10.66	1018.5
526E504F58	2	1999	4/24/1999	24	T	W	110	6/6/2001	NA	103.9	9.8	32.49438202	-12080	1.64	-0.9	-0.53	-1.02	10.66	1018.5
5271462C51	3	1999	4/24/1999	24	T	W	113	5/11/2002	NA	103.9	9.8	32.49438202	-12080	1.64	-0.9	-0.53	-1.02	10.66	1018.5
5275025501	2	1999	4/24/1999	24	T	W	102	5/12/2001	4/18/2001	103.9	9.8	32.49438202	-12080	1.64	-0.9	-0.53	-1.02	10.66	1018.5
511D467712	2	1999	4/25/1999	25	I	W	106	6/6/2001	NA	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
5261381C2C	2	1999	4/25/1999	25	I	W	117	5/28/2001	NA	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
526A4B7A08	2	1999	4/25/1999	25	I	W	106	5/16/2001	NA	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
525F484714	1	1999	4/25/1999	25	T	W	108	5/20/2000	NA	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
5261244925	2	1999	4/25/1999	25	T	W	117	5/16/2001	NA	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
52612E2624	2	1999	4/25/1999	25	T	W	99	6/11/2001	NA	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
52612F7D66	2	1999	4/25/1999	25	T	W	106	5/27/2001	NA	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
52615E071E	2	1999	4/25/1999	25	T	W	112	4/23/2001	NA	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
526244360F	2	1999	4/25/1999	25	T	W	112	6/7/2001	NA	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
526A3E341B	2	1999	4/25/1999	25	T	W	108	6/22/2001	6/10/2001	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
526A47051C	2	1999	4/25/1999	25	T	W	121	6/15/2001	NA	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
526A6E7B24	2	1999	4/25/1999	25	T	W	119	4/30/2001	NA	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
526C420850	3	1999	4/25/1999	25	T	W	105	6/12/2002	5/25/2002	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
52703D0B05	2	1999	4/25/1999	25	T	W	112	6/11/2001	5/30/2001	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
52716B4435	2	1999	4/25/1999	25	T	W	112	6/10/2001	5/27/2001	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
52717E481D	2	1999	4/25/1999	25	T	W	118	6/12/2001	NA	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
52720F374F	2	1999	4/25/1999	25	T	W	113	5/31/2001	NA	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
5272113E7A	2	1999	4/25/1999	25	T	W	113	4/27/2001	NA	110.7	10.02	32.49438202	-12013	1.64	-0.9	-0.53	-1.02	10.67	1016.4
526A496374	2	1999	4/26/1999	26	I	W	95	5/24/2001	NA	113.7	10.27	32.49438202	-12018	1.64	-0.9	-0.53	-1.02	10.59	1018.8
52701B0D57	1	1999	4/26/1999	26	I	W	112	7/20/2000	NA	113.7	10.27	32.49438202	-12018	1.64	-0.9	-0.53	-1.02	10.59	1018.8
527170201D	2	1999	4/26/1999	26	I	W	103	6/8/2001	5/28/2001	113.7	10.27	32.49438202	-12018	1.64	-0.9	-0.53	-1.02	10.59	1018.8
5269694822	3	1999	4/26/1999	26	T	W	115	5/10/2002	NA	113.7	10.27	32.49438202	-12018	1.64	-0.9	-0.53	-1.02	10.59	1018.8
526A277D28	2	1999	4/26/1999	26	T	W	116	5/5/2001	4/22/2001	113.7	10.27	32.49438202	-12018	1.64	-0.9	-0.53	-1.02	10.59	1018.8
526A40672D	2	1999	4/26/1999	26	T	W	121	NA	6/4/2001	113.7	10.27	32.49438202	-12018	1.64	-0.9	-0.53	-1.02	10.59	1018.8
526A72632B	3	1999	4/26/1999	26	T	W	117	6/13/2002	NA	113.7	10.27	32.49438202	-12018	1.64	-0.9	-0.53	-1.02	10.59	1018.8
526A7B3E10	1	1999	4/26/1999	26	T	W	112	7/3/2000	NA	113.7	10.27	32.49438202	-12018	1.64	-0.9	-0.53	-1.02	10.59	1018.8
